"","Respondent_ID_2016","year","qualifications","sex","age","birth_country","religion","social_class","living_status","annual_income","PCODE"
"269","2178012","2019","Non-Trade","Female",67,"NESB","Baptist","Middle","Major City","110,001-120,000","3337"
"270","2180645","2019","Bachelor","Male",67,"Australia","Anglican","Middle","Large Town","60,001-70,000","3218"
"271","2187276","2019","No Qualification","Female",74,"Australia","Roman Catholic","Middle","Major City","45,001-50,000","3150"
"272","2194743","2019","Postgraduate","Male",72,"ESB","No Religion","Middle","Major City","80,001-90,000","3150"
"273","2195507","2019","Trade","Male",62,"Australia","No Religion","Middle","Major City","50,001-60,000","3195"
"274","2199507","2019","Associate Diploma","Male",61,"Australia","Presbyterian","Middle","Major City","110,001-120,000","3149"
"275","2203370","2019","Non-Trade","Male",63,"Australia","Anglican","Working","Major City","35,001-40,000","3136"
"276","2206845","2019","Postgraduate","Female",84,"NESB","Jewish","Middle","Major City","90,001-100,000","3161"
"277","2215507","2019","No Qualification","Male",39,"Australia","No Religion","Working","Large Town","110,001-120,000","3338"
"278","2216541","2019","Bachelor","Female",64,"Australia","No Religion","Middle","Major City","150,001-160,000","3134"
"279","2221502","2019","No Qualification","Female",59,"Australia","No Religion","Middle","Major City","80,001-90,000","3145"
"280","2231287","2019","Postgraduate","Female",57,"ESB","No Religion","Middle","Major City",">180,000","3104"
"281","2234659","2019","Associate Diploma","Female",62,"Australia","No Religion","Middle","Major City","35,001-40,000","3136"
"282","2235374","2019","No Qualification","Male",65,"ESB","Anglican","Middle","Major City","130,001-140,000","3178"
"283","2235500","2019","Trade","Female",74,"ESB","Jewish","Working","Major City","<10,000","3166"
"284","2235615","2019","Non-Trade","Female",63,"Australia","Anglican","Working","Small Country Town","10,001-15,000","3377"
"285","2238712","2019","Bachelor","Male",81,"Australia","No Religion","Middle","Small Country Town","60,001-70,000","3056"
"286","2240253","2019","Postgraduate","Female",72,"Australia","Methodist","Middle","Small Country Town","50,001-60,000","3450"
"287","2246039","2019","Postgraduate","Male",62,"NESB","Hindu","Middle","Major City","140,001-150,000","3106"
"288","2252579","2019","Non-Trade","Male",69,"Australia","Anglican","Middle","Major City","45,001-50,000","3224"
"289","2254537","2019","Bachelor","Male",34,"Australia","No Religion","Middle","Large Town","80,001-90,000","3136"
"290","2260466","2019","Trade","Male",63,"ESB","No Religion","Middle","Major City","90,001-100,000","3810"
"291","2266368","2019","Associate Diploma","Male",47,"Australia","No Religion","Working","Major City","90,001-100,000","3224"
"292","2277707","2019","Trade","Female",77,"Australia","Roman Catholic","Middle","Rural","25,001-30,000","3749"
"293","2279154","2019","Postgraduate","Male",73,"ESB","No Religion","Middle","Major City","70,001-80,000","3058"
"294","2285142","2019","Postgraduate","Female",56,"ESB","No Religion","Middle","Rural","80,001-90,000","3747"
"295","2289369","2019","Associate Diploma","Female",70,"Australia","Anglican","Working","Large Town","30,001-35,000","3690"
"296","2289406","2019","Associate Diploma","Male",65,"Australia","Methodist","Middle","Rural","150,001-160,000","3676"
"297","2292646","2019","Trade","Female",75,"Australia","Methodist","Working","Small Country Town","20,001-25,000","3635"
"298","2292975","2019","Non-Trade","Male",72,"NESB","Roman Catholic","Working","Large Town","10,001-15,000","3166"
"299","2298209","2019","Postgraduate","Female",45,"Australia","Anglican","Middle","Major City",">180,000","3070"
"300","2299632","2019","Postgraduate","Female",38,"Australia","No Religion","Middle","Major City","160,001-180,000","3025"
"301","2302549","2019","Bachelor","Male",66,"Australia","No Religion","Middle","Small Country Town","70,001-80,000","3685"
"302","2303281","2019","Postgraduate","Female",70,"Australia","No Religion","Working","Rural","80,001-90,000","3724"
"303","2307851","2019","No Qualification","Male",70,"ESB","No Religion","Working","Major City","20,001-25,000","3156"
"304","2317623","2019","Postgraduate","Female",71,"ESB","No Religion","Middle","Major City","140,001-150,000","8002"
"305","2322575","2019","Postgraduate","Male",48,"Australia","Roman Catholic","Middle","Major City","160,001-180,000","3095"
"306","2332470","2019","Trade","Female",66,"Australia","Presbyterian","Working","Major City","70,001-80,000","3046"
"307","2334292","2019","Postgraduate","Female",65,"Australia","No Religion","Middle","Major City","140,001-150,000","3126"
"308","2336581","2019","Non-Trade","Male",69,"Australia","Salvation Army","Working","Major City","50,001-60,000","3136"
"309","2336637","2019","Bachelor","Male",37,"Australia","No Religion","Middle","Major City","160,001-180,000","3141"
"310","2341990","2019","Bachelor","Female",71,"Australia","Roman Catholic","Middle","Major City","150,001-160,000","3218"
"311","2342953","2019","Postgraduate","Female",62,"ESB","Presbyterian","Middle","Small Country Town","150,001-160,000","3277"
"312","2343784","2019","Postgraduate","Male",56,"NESB","Roman Catholic","Middle","Major City","90,001-100,000","3182"
"313","2348436","2019","Associate Diploma","Female",58,"Australia","Methodist","Middle","Large Town","100,001-110,000","3357"
"314","2358456","2019","Associate Diploma","Male",44,"Australia","No Religion","Middle","Major City","160,001-180,000","3136"
"315","2366331","2019","Bachelor","Female",82,"Australia","Methodist","Middle","Major City","40,001-45,000","3350"
"316","2367559","2019","Postgraduate","Female",64,"Australia","No Religion","Middle","Rural","80,001-90,000","3222"
"317","2378896","2019","Bachelor","Male",46,"Australia","Orthodox","Middle","Major City","160,001-180,000","3145"
"318","2386309","2019","Associate Diploma","Female",41,"Australia","Anglican","Working","Major City","60,001-70,000","3977"
"319","2404114","2019","Postgraduate","Male",37,"Australia","No Religion","Working","Major City","140,001-150,000","3044"
"320","2404262","2019","No Qualification","Female",40,"Australia","Roman Catholic","Working","Major City","35,001-40,000","3180"
"321","2404634","2019","Associate Diploma","Female",27,"Australia","No Religion","Working","Large Country Town","20,001-25,000","3355"
"322","2409010","2019","Trade","Male",69,"Australia","Anglican","Middle","Major City","15,001-20,000","3555"
"323","2424107","2019","Postgraduate","Female",34,"NESB","Hindu","Middle","Major City","150,001-160,000","3003"
"324","2427163","2019","No Qualification","Male",72,"Australia","Christian Other","Working","Large Country Town","70,001-80,000","3875"
"325","2440432","2019","Bachelor","Female",46,"Australia","No Religion","Middle","Rural","80,001-90,000","3096"
"326","2446788","2019","Bachelor","Male",50,"Australia","Orthodox","Middle","Major City",">180,000","3802"
"327","2452295","2019","Bachelor","Male",35,"Australia","No Religion","Middle","Large Country Town",">180,000","3820"
"328","2460148","2019","Associate Diploma","Female",30,"Australia","No Religion","Middle","Large Town","40,001-45,000","3136"
"329","2461008","2019","Trade","Male",70,"Australia","No Religion","Middle","Small Country Town","25,001-30,000","3444"
"330","2464011","2019","Non-Trade","Male",73,"ESB","No Religion","Middle","Rural","70,001-80,000","3152"
"331","2471594","2019","No Qualification","Male",67,"Australia","Anglican","Middle","Major City","20,001-25,000","3356"
"332","2472723","2019","Trade","Male",49,"Australia","Roman Catholic","Working","Large Country Town","50,001-60,000","3222"
"333","2478117","2019","Bachelor","Male",31,"Australia","No Religion","Working","Major City","100,001-110,000","3073"
"334","2480735","2019","Trade","Female",43,"Australia","Roman Catholic","Middle","Large Town","10,001-15,000","3018"
"335","2481519","2019","Bachelor","Female",41,"Australia","Roman Catholic","Working","Major City","60,001-70,000","3175"
"336","2492820","2019","Postgraduate","Female",45,"Australia","No Religion","Middle","Major City","150,001-160,000","3166"
"337","2494924","2019","Non-Trade","Male",36,"Australia","Anglican","Middle","Large Country Town","130,001-140,000","3677"
"338","2503633","2019","No Qualification","Female",53,"Australia","Roman Catholic","Working","Major City","90,001-100,000","3073"
"339","2512048","2019","No Qualification","Male",63,"Australia","Presbyterian","Working","Major City","10,001-15,000","3215"
"340","2536604","2019","Non-Trade","Male",53,"Australia","No Religion","None","Large Country Town","10,001-15,000","3824"
"341","2538656","2019","Postgraduate","Male",34,"Australia","Anglican","Middle","Major City","150,001-160,000","3183"
"342","2545603","2019","Postgraduate","Female",31,"Australia","No Religion","Middle","Large Town","110,001-120,000","3213"
"343","2551595","2019","Non-Trade","Female",23,"Australia","No Religion","Working","Major City","10,001-15,000","3860"
"344","2567262","2019","Bachelor","Male",51,"Australia","Christian","Middle","Major City","90,001-100,000","3808"
"345","2567635","2019","Bachelor","Male",69,"Australia","Roman Catholic","Middle","Large Country Town","<10,000","3754"
"346","2575629","2019","Trade","Female",47,"Australia","Roman Catholic","Middle","Major City",">180,000","3977"
"347","2585496","2019","Bachelor","Male",38,"Australia","No Religion","Middle","Major City",">180,000","3088"
"348","2610999","2019","Associate Diploma","Male",74,"ESB","No Religion","Middle","Large Town","40,001-45,000","6169"
"349","2614062","2019","No Qualification","Male",64,"Australia","No Religion","Working","Major City","100,001-110,000","6111"
"350","2616619","2019","Trade","Male",66,"ESB","No Religion","Working","Rural","10,001-15,000","6566"
"351","2622181","2019","Associate Diploma","Male",59,"Australia","No Religion","Middle","Large Country Town","150,001-160,000","6450"
"352","2624042","2019","Associate Diploma","Male",75,"Australia","Christian Other","Working","Large Town","45,001-50,000","6210"
"353","2625069","2019","Postgraduate","Female",72,"ESB","Anglican","Middle","Major City","60,001-70,000","6164"
"354","2634818","2019","Bachelor","Male",63,"Australia","No Religion","Working","Major City","10,001-15,000","6062"
"355","2641864","2019","Postgraduate","Male",72,"ESB","Anglican","Middle","Major City","110,001-120,000","6066"
"356","2644751","2019","Bachelor","Female",66,"ESB","No Religion","Middle","Major City","110,001-120,000","6006"
"357","2651761","2019","No Qualification","Male",66,"Australia","Anglican","None","Rural",">180,000","6350"
"358","2654761","2019","Bachelor","Male",44,"ESB","No Religion","Middle","Major City","140,001-150,000","6024"
"359","2657049","2019","No Qualification","Male",62,"NESB","Orthodox","Working","Major City","20,001-25,000","6285"
"360","2663623","2019","Trade","Female",61,"ESB","No Religion","Middle","Rural","25,001-30,000","6324"
"361","2665290","2019","Bachelor","Male",44,"NESB","Presbyterian","Middle","Major City","120,001-130,000","6151"
"362","2666342","2019","Postgraduate","Male",68,"ESB","No Religion","Middle","Major City","100,001-110,000","6101"
"363","2670637","2019","Bachelor","Male",39,"Australia","Roman Catholic","Working","Major City","140,001-150,000","6065"
"364","2677596","2019","No Qualification","Female",46,"ESB","Presbyterian","Working","Major City","110,001-120,000","6069"
"365","2687755","2019","Bachelor","Male",29,"ESB","No Religion","Middle","Major City","60,001-70,000","6148"
"366","2687916","2019","Postgraduate","Male",68,"NESB","Presbyterian","Middle","Major City","100,001-110,000","6148"
"367","2692498","2019","Associate Diploma","Female",65,"Australia","Roman Catholic","Middle","Large Country Town","15,001-20,000","6211"
"368","2693462","2019","Postgraduate","Female",54,"Australia","Anglican","Middle","Major City","140,001-150,000","6162"
"369","2696376","2019","Bachelor","Male",60,"Australia","No Religion","Middle","Major City",">180,000","6020"
"370","2717672","2019","Postgraduate","Female",35,"Australia","No Religion","Working","Large Town","80,001-90,000","6612"
"371","2729903","2019","No Qualification","Female",60,"Australia","Roman Catholic","Working","Major City","50,001-60,000","6164"
"372","2731716","2019","Non-Trade","Male",43,"Australia","Christian","Middle","Major City","140,001-150,000","6169"
"373","2733291","2019","Bachelor","Male",83,"ESB","Anglican","Middle","Large Town","20,001-25,000","6300"
"374","2741096","2019","Postgraduate","Male",65,"ESB","No Religion","Middle","Large Town","60,001-70,000","6330"
"375","2743110","2019","Bachelor","Male",38,"Australia","No Religion","Upper","Major City","120,001-130,000","6003"
"376","2759684","2019","Postgraduate","Female",21,"Australia","Roman Catholic","Working","Major City","30,001-35,000","6210"
"377","2764429","2019","Bachelor","Female",21,"Australia","No Religion","Working","Rural","15,001-20,000","6324"
"378","2765019","2019","Bachelor","Female",46,"Australia","Buddhist","Middle","Small Country Town","100,001-110,000","6084"
"379","2765150","2019","Postgraduate","Male",49,"Australia","Buddhist","None","Major City","10,001-15,000","6000"
"380","2780872","2019","Bachelor","Female",29,"Australia","No Religion","Middle","Major City","80,001-90,000","2615"
"381","2783795","2019","Associate Diploma","Female",45,"Australia","No Religion","Middle","Major City",">180,000","2614"
"382","2790270","2019","Non-Trade","Female",72,"Australia","Roman Catholic","Middle","Major City","50,001-60,000","2615"
"383","2793046","2019","Bachelor","Male",32,"Australia","Roman Catholic","Middle","Major City",">180,000","2604"
"384","2796509","2019","Bachelor","Male",60,"Australia","No Religion","Middle","Major City",">180,000","2913"
"385","2796526","2019","Postgraduate","Female",75,"ESB","No Religion","Middle","Major City","110,001-120,000","2600"
"386","2802496","2019","Postgraduate","Female",59,"NESB","Anglican","None","Major City",">180,000","2611"
"387","2804130","2019","Postgraduate","Female",46,"Australia","Anglican","Middle","Major City","160,001-180,000","2905"
"388","2805273","2019","Non-Trade","Female",49,"Australia","Roman Catholic","Working","Major City","110,001-120,000","2605"
"389","2812589","2019","Bachelor","Female",34,"Australia","No Religion","Working","Major City","60,001-70,000","2602"
"390","2814893","2019","Bachelor","Female",35,"Australia","No Religion","Working","Major City","50,001-60,000","2604"
"391","2815127","2019","Postgraduate","Female",33,"Australia","Roman Catholic","Middle","Major City",">180,000","2612"
"392","2815736","2019","Postgraduate","Female",37,"Australia","No Religion","Middle","Major City",">180,000","2612"
"393","2818727","2019","No Qualification","Male",57,"Australia","No Religion","Middle","Major City",">180,000","2612"
"394","2820816","2019","Bachelor","Male",36,"Australia","Roman Catholic","Middle","Major City",">180,000","2914"
"395","2828488","2019","Bachelor","Male",63,"Australia","Methodist","Middle","Major City",">180,000","2100"
"396","2833765","2019","Postgraduate","Female",49,"Australia","No Religion","Middle","Major City",">180,000","2064"
"397","2840986","2019","Postgraduate","Female",70,"Australia","Anglican","Middle","Major City","130,001-140,000","2131"
"398","2849206","2019","No Qualification","Female",65,"Australia","Roman Catholic","Middle","Large Town","25,001-30,000","2197"
"399","2861839","2019","Bachelor","Female",55,"Australia","No Religion","Middle","Large Town","160,001-180,000","2280"
"400","2866919","2019","No Qualification","Male",67,"NESB","No Religion","Working","Major City","20,001-25,000","2192"
"401","2869570","2019","Associate Diploma","Male",61,"Australia","Anglican","Middle","Major City","130,001-140,000","2251"
"402","2877666","2019","Postgraduate","Male",68,"Australia","Anglican","Middle","Major City","90,001-100,000","2148"
"403","2888319","2019","Bachelor","Male",69,"Australia","Roman Catholic","Middle","Major City","120,001-130,000","2026"
"404","2893674","2019","Non-Trade","Male",87,"Australia","No Religion","Middle","Small Country Town","35,001-40,000","2576"
"405","2897736","2019","Trade","Male",68,"Australia","Roman Catholic","Working","Large Country Town","25,001-30,000","2880"
"406","2899872","2019","Bachelor","Male",24,"Australia","No Religion","Working","Small Country Town","<10,000","2483"
"407","2899974","2019","Bachelor","Female",70,"Australia","No Religion","Working","Major City","15,001-20,000","2516"
"408","2901049","2019","Postgraduate","Male",53,"Australia","Methodist","Middle","Major City","120,001-130,000","2024"
"409","2907736","2019","Postgraduate","Male",35,"Australia","No Religion","Middle","Major City","140,001-150,000","2062"
"410","2913432","2019","No Qualification","Male",49,"Australia","No Religion","Working","Large Town","120,001-130,000","2570"
"411","2916057","2019","Bachelor","Female",24,"NESB","No Religion","Working","Major City","100,001-110,000","2218"
"412","2916560","2019","Postgraduate","Male",47,"Australia","Roman Catholic","Middle","Major City",">180,000","2118"
"413","2929038","2019","Bachelor","Female",62,"Australia","Roman Catholic","Middle","Major City","100,001-110,000","2008"
"414","2929474","2019","Bachelor","Female",76,"Australia","Roman Catholic","Middle","Major City","25,001-30,000","2170"
"415","2931354","2019","Bachelor","Female",69,"Australia","Methodist","Middle","Major City","30,001-35,000","2126"
"416","2932606","2019","Non-Trade","Female",41,"Australia","No Religion","Middle","Small Country Town","120,001-130,000","2630"
"417","2956651","2019","Bachelor","Female",48,"Australia","Buddhist","Working","Major City","100,001-110,000","2767"
"418","2961680","2019","Postgraduate","Female",48,"Australia","No Religion","Middle","Major City","80,001-90,000","2558"
"419","2970784","2019","Bachelor","Male",52,"Australia","Roman Catholic","Upper","Major City",">180,000","2101"
"420","2982605","2019","Non-Trade","Female",70,"Australia","Anglican","Working","Large Town","80,001-90,000","2250"
"421","2985739","2019","Bachelor","Male",59,"Australia","No Religion","Middle","Major City","160,001-180,000","2257"
"422","2986196","2019","Non-Trade","Female",71,"Australia","No Religion","None","Major City","25,001-30,000","2759"
"423","2995901","2019","No Qualification","Female",25,"Australia","No Religion","Working","Large Town","50,001-60,000","2087"
"424","2996607","2019","Bachelor","Female",64,"Australia","No Religion","Middle","Small Country Town","100,001-110,000","2428"
"425","3000520","2019","No Qualification","Female",66,"Australia","Anglican","Working","Major City","40,001-45,000","2111"
"426","3005734","2019","Trade","Male",68,"ESB","Roman Catholic","Middle","Small Country Town","25,001-30,000","2745"
"427","3013248","2019","Bachelor","Female",28,"Australia","Orthodox","Middle","Major City","110,001-120,000","2768"
"428","3019455","2019","Undergraduate","Male",66,"Australia","Methodist","Middle","Major City","20,001-25,000","2072"
"429","3019653","2019","Postgraduate","Female",62,"Australia","Roman Catholic","Middle","Large Town",">180,000","2460"
"430","3028798","2019","No Qualification","Female",73,"Australia","Roman Catholic","Middle","Small Country Town","25,001-30,000","2722"
"431","3036039","2019","Postgraduate","Female",65,"Australia","Anglican","Middle","Major City","15,001-20,000","2303"
"432","3036345","2019","Associate Diploma","Female",52,"Australia","Methodist","Middle","Major City","110,001-120,000","2170"
"433","3036482","2019","Postgraduate","Male",64,"ESB","No Religion","Working","Major City","90,001-100,000","2220"
"434","3044852","2019","Undergraduate","Male",33,"NESB","Hindu","Working","Large Town","90,001-100,000","2220"
"435","3046036","2019","Undergraduate","Female",36,"Australia","Methodist","Working","Major City","120,001-130,000","2530"
"436","3049937","2019","Postgraduate","Male",63,"Australia","Roman Catholic","Middle","Major City","120,001-130,000","2220"
"437","3056783","2019","Postgraduate","Female",67,"Australia","Presbyterian","Working","Large Country Town","150,001-160,000","2460"
"438","3059352","2019","Trade","Male",53,"Australia","No Religion","Working","Rural","30,001-35,000","2480"
"439","3068131","2019","Postgraduate","Male",68,"Australia","No Religion","Middle","Small Country Town","50,001-60,000","2484"
"440","3077378","2019","Postgraduate","Male",62,"Australia","No Religion","Middle","Major City","45,001-50,000","2256"
"441","3080898","2019","Bachelor","Male",62,"Australia","Anglican","Middle","Rural","35,001-40,000","2445"
"442","3081039","2019","Associate Diploma","Male",67,"Australia","No Religion","Middle","Major City","110,001-120,000","2299"
"443","3086511","2019","No Qualification","Male",74,"Australia","Roman Catholic","Middle","Large Town","30,001-35,000","2641"
"444","3087233","2019","Bachelor","Male",41,"Australia","Roman Catholic","Middle","Small Country Town","140,001-150,000","2705"
"445","3089742","2019","Non-Trade","Male",73,"Australia","Anglican","Working","Major City","70,001-80,000","2750"
"446","3093020","2019","Bachelor","Female",39,"NESB","Baptist","Working","Major City","80,001-90,000","2141"
"447","3105557","2019","Bachelor","Female",42,"Australia","No Religion","Working","Major City","25,001-30,000","2148"
"448","3114314","2019","Trade","Male",72,"ESB","Anglican","Middle","Small Country Town","100,001-110,000","2548"
"449","3116016","2019","Postgraduate","Male",53,"Australia","Anglican","Middle","Major City","100,001-110,000","2228"
"450","3119601","2019","Associate Diploma","Female",59,"Australia","No Religion","Working","Major City","120,001-130,000","2566"
"451","3124377","2019","Bachelor","Female",54,"Australia","Orthodox","None","Major City","50,001-60,000","2223"
"452","3125637","2019","No Qualification","Female",43,"Australia","No Religion","None","Major City","15,001-20,000","2537"
"453","3146370","2019","Postgraduate","Female",45,"Australia","Presbyterian","Middle","Major City",">180,000","2305"
"454","3149340","2019","Bachelor","Female",64,"ESB","No Religion","Middle","Large Town","25,001-30,000","2640"
"455","3150998","2019","Non-Trade","Female",56,"NESB","Buddhist","Middle","Major City","150,001-160,000","2101"
"456","3153659","2019","Postgraduate","Female",66,"Australia","Methodist","Middle","Major City","50,001-60,000","2121"
"457","3163029","2019","Non-Trade","Male",73,"ESB","No Religion","Working","Rural","60,001-70,000","2570"
"458","3177296","2019","Non-Trade","Male",63,"Australia","Christian Other","None","Large Town","30,001-35,000","2444"
"459","3189810","2019","Trade","Female",65,"Australia","Anglican","Middle","Small Country Town","60,001-70,000","2343"
"460","3193161","2019","Postgraduate","Male",48,"NESB","No Religion","Middle","Major City","110,001-120,000","2039"
"461","3195510","2019","No Qualification","Female",72,"ESB","No Religion","Middle","Major City","35,001-40,000","2029"
"462","3202122","2019","Trade","Male",60,"Australia","No Religion","Working","Large Town","70,001-80,000","2560"
"463","3203911","2019","No Qualification","Female",82,"NESB","Roman Catholic","Working","Large Town","25,001-30,000","2112"
"464","3227101","2019","Postgraduate","Male",58,"Australia","Non-Christian Other","Working","Major City","90,001-100,000","2044"
"465","3247062","2019","Associate Diploma","Female",65,"ESB","No Religion","Working","Major City","45,001-50,000","2163"
"466","3261427","2019","No Qualification","Male",71,"Australia","Anglican","Middle","Major City","60,001-70,000","2076"
"467","3268867","2019","Trade","Male",73,"Australia","Anglican","Working","Large Country Town","25,001-30,000","2440"
"468","3271710","2019","No Qualification","Male",71,"Australia","Anglican","Middle","Major City","80,001-90,000","2519"
"469","3273010","2019","Bachelor","Male",36,"Australia","Baptist","Middle","Major City","120,001-130,000","2306"
"470","3287411","2019","Non-Trade","Female",59,"Australia","No Religion","None","Small Country Town","30,001-35,000","2582"
"471","3290244","2019","Postgraduate","Male",63,"NESB","Jewish","Middle","Major City","20,001-25,000","1355"
"472","3294273","2019","Postgraduate","Male",61,"NESB","No Religion","Upper","Major City",">180,000","2088"
"473","3299593","2019","Trade","Female",51,"Australia","No Religion","Middle","Major City","140,001-150,000","2049"
"474","3320837","2019","Postgraduate","Female",72,"Australia","No Religion","Middle","Major City","110,001-120,000","2065"
"475","3324144","2019","Associate Diploma","Male",77,"Australia","Presbyterian","Middle","Major City","70,001-80,000","2086"
"476","3335231","2019","Postgraduate","Female",75,"ESB","Anglican","Middle","Large Country Town","50,001-60,000","2350"
"477","3340263","2019","Bachelor","Male",64,"Australia","Roman Catholic","Middle","Large Town","120,001-130,000","2800"
"478","3340477","2019","Postgraduate","Female",35,"Australia","No Religion","Middle","Major City","100,001-110,000","2285"
"479","3348167","2019","Postgraduate","Male",26,"Australia","No Religion","Middle","Major City","80,001-90,000","2007"
"480","3352376","2019","Postgraduate","Female",26,"Australia","No Religion","Middle","Major City","120,001-130,000","2011"
"481","3368590","2019","Postgraduate","Female",30,"Australia","No Religion","Middle","Major City","90,001-100,000","2067"
"482","3421668","2019","Trade","Male",47,"Australia","No Religion","Working","Large Town","70,001-80,000","2527"
"483","3423543","2019","No Qualification","Female",79,"Australia","Roman Catholic","Middle","Large Country Town","10,001-15,000","2582"
"484","3429979","2019","Postgraduate","Female",71,"Australia","Anglican","Middle","Large Town","60,001-70,000","2753"
"485","3445586","2019","Postgraduate","Male",49,"NESB","Buddhist","Middle","Major City","80,001-90,000","2154"
"486","3446932","2019","Bachelor","Female",72,"ESB","Roman Catholic","Middle","Major City","60,001-70,000","2037"
"487","3448427","2019","Non-Trade","Female",50,"Australia","Presbyterian","None","Large Town","40,001-45,000","2146"
"488","3491283","2019","Non-Trade","Female",56,"Australia","Anglican","Working","Large Town","120,001-130,000","2541"
"489","3503189","2019","Trade","Male",71,"Australia","Anglican","Middle","Rural","10,001-15,000","2800"
"490","3506670","2019","Associate Diploma","Male",46,"Australia","Non-Christian Other","Middle","Small Country Town","50,001-60,000","2754"
"491","3513407","2019","No Qualification","Male",76,"Australia","Anglican","Middle","Major City","150,001-160,000","2075"
"492","3533271","2019","Postgraduate","Male",58,"Australia","Roman Catholic","Middle","Rural",">180,000","2354"
"493","3533452","2019","Postgraduate","Male",74,"Australia","Anglican","Middle","Major City","90,001-100,000","2090"
"494","3546918","2019","Bachelor","Male",71,"Australia","No Religion","Middle","Rural","130,001-140,000","2478"
"495","3553117","2019","Bachelor","Female",64,"Australia","Methodist","Middle","Major City","70,001-80,000","2096"
"496","3559660","2019","Postgraduate","Male",59,"Australia","Roman Catholic","Middle","Major City",">180,000","2229"
"497","3571803","2019","No Qualification","Male",65,"Australia","Presbyterian","Working","Rural","60,001-70,000","2537"
"498","3573751","2019","Bachelor","Female",36,"Australia","No Religion","Middle","Rural",">180,000","2666"
"499","3577072","2019","Undergraduate","Female",67,"ESB","Anglican","None","Rural","70,001-80,000","2820"
"500","3586649","2019","No Qualification","Male",50,"Australia","No Religion","Working","Small Country Town","45,001-50,000","2821"
"501","3601889","2019","Non-Trade","Male",72,"NESB","Roman Catholic","Working","Major City","30,001-35,000","2141"
"502","3604397","2019","Bachelor","Female",66,"Australia","Roman Catholic","Working","Major City","60,001-70,000","2250"
"503","3607890","2019","Postgraduate","Female",49,"Australia","No Religion","Middle","Major City","100,001-110,000","2048"
"504","3619807","2019","No Qualification","Female",60,"ESB","No Religion","Working","Small Country Town","90,001-100,000","2453"
"505","3633118","2019","Bachelor","Male",71,"Australia","No Religion","Middle","Rural","70,001-80,000","2783"
"506","3637510","2019","Associate Diploma","Female",61,"ESB","No Religion","Middle","Large Town","110,001-120,000","2780"
"507","3651451","2019","Associate Diploma","Female",67,"Australia","Anglican","Working","Major City","50,001-60,000","2200"
"508","3654618","2019","Non-Trade","Female",54,"Australia","Presbyterian","Working","Large Country Town","90,001-100,000","2320"
"509","3678579","2019","Postgraduate","Male",88,"ESB","Methodist","Middle","Major City","25,001-30,000","801"
"510","3694506","2019","No Qualification","Male",59,"ESB","No Religion","Middle","Large Town",">180,000","870"
"511","3696582","2019","No Qualification","Female",60,"Australia","No Religion","Working","Large Town","80,001-90,000","870"
"512","3703963","2019","Trade","Male",69,"Australia","Methodist","Middle","Major City","30,001-35,000","4110"
"513","3708799","2019","No Qualification","Male",71,"Australia","Anglican","Middle","Major City","50,001-60,000","4007"
"514","3711617","2019","Trade","Male",70,"NESB","Roman Catholic","Working","Small Country Town","20,001-25,000","4510"
"515","3716758","2019","Trade","Male",64,"Australia","No Religion","Working","Large Town","40,001-45,000","4680"
"516","3721185","2019","Bachelor","Male",44,"Australia","Presbyterian","Middle","Major City",">180,000","4556"
"517","3726347","2019","No Qualification","Male",68,"Australia","Roman Catholic","Middle","Major City","10,001-15,000","4116"
"518","3730600","2019","Postgraduate","Male",69,"ESB","No Religion","Middle","Major City","70,001-80,000","4157"
"519","3731962","2019","Associate Diploma","Female",32,"Australia","No Religion","None","Large Town","110,001-120,000","4157"
"520","3733397","2019","Bachelor","Male",72,"ESB","Anglican","Middle","Major City","50,001-60,000","4034"
"521","3743151","2019","No Qualification","Female",61,"ESB","Anglican","Middle","Major City","30,001-35,000","4207"
"522","3745382","2019","Bachelor","Female",56,"Australia","Methodist","Middle","Major City",">180,000","4078"
"523","3770944","2019","Bachelor","Male",74,"Australia","Roman Catholic","Working","Rural","100,001-110,000","4511"
"524","3772199","2019","Trade","Male",61,"Australia","No Religion","Working","Large Town","80,001-90,000","4740"
"525","3780610","2019","Trade","Female",66,"Australia","Presbyterian","Working","Major City","90,001-100,000","4123"
"526","3786635","2019","Trade","Male",57,"Australia","Orthodox","Working","Major City","90,001-100,000","4128"
"527","3797532","2019","Associate Diploma","Male",42,"Australia","Roman Catholic","Working","Large Town","160,001-180,000","4556"
"528","3798193","2019","No Qualification","Female",57,"Australia","Presbyterian","Middle","Small Country Town","150,001-160,000","4655"
"529","3806775","2019","Trade","Male",70,"Australia","Anglican","Middle","Major City",">180,000","4870"
"530","3813053","2019","No Qualification","Female",73,"ESB","No Religion","None","Large Country Town","30,001-35,000","4703"
"531","3818277","2019","No Qualification","Female",88,"Australia","Anglican","None","Major City","<10,000","4118"
"532","3819355","2019","Postgraduate","Female",64,"Australia","No Religion","Middle","Large Town","70,001-80,000","4551"
"533","3822370","2019","Associate Diploma","Male",73,"Australia","No Religion","Working","Rural","60,001-70,000","4183"
"534","3827033","2019","Postgraduate","Male",61,"Australia","Anglican","Middle","Major City","110,001-120,000","4070"
"535","3827681","2019","Bachelor","Female",24,"Australia","Roman Catholic","Middle","Major City","60,001-70,000","4285"
"536","3866947","2019","Bachelor","Female",53,"Australia","Roman Catholic","Middle","Major City","110,001-120,000","4053"
