"","Respondent_ID_2016","year","vote_house","importance_taxation","importance_immigration","importance_education","importance_environment","importance_debt","importance_health","importance_refugees","importance_climate","importance_superannuation","importance_economy","party_taxation","party_immigration","party_education","party_environment","party_debt","party_health","party_refugees","party_climate","party_superannuation","party_economy","issue_importance","issue_importance2","secondpref","qualifications","sex","age","birth_country","religion","social_class","living_status","annual_income","PCODE"
"130","1475630","2016","Labor","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Labor","Labor","Labor","Labor","No Difference","Labor","No Difference","Labor","Labor","Labor","Education","Economy",NA,"No Qualification","Male",55,"Australia","No Religion","Middle","Rural",">180,000","2450"
"131","1475630","2019","Labor","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Labor","No Difference","Labor","Labor","Labor","Labor","Labor","Labor","No Difference","Labor","Climate","Taxation",NA,"No Qualification","Male",58,"Australia","No Religion","Middle","Rural","150,001-160,000","2450"
"132","1480341","2016","Liberal","Not Very Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","No Difference","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Debt","Refugees",NA,"Non-Trade","Female",62,"Australia","Roman Catholic","Working","Large Town","35,001-40,000","2650"
"133","1483389","2019","Greens","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Climate","Taxation","Labor","Postgraduate","Female",71,"Australia","No Religion","Middle","Small Country Town","20,001-25,000","2646"
"134","1486907","2019","Labor","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Economy",NA,"No Qualification","Male",27,"Australia","No Religion","Working","Large Town","35,001-40,000","2650"
"135","1490242","2016","Greens","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Refugees","Education","Labor","Postgraduate","Male",28,"Australia","No Religion","Working","Major City","15,001-20,000","2031"
"136","1490242","2019","Greens","Quite Important","Not Very Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Climate","Environment","Labor","Postgraduate","Male",31,"Australia","No Religion","Middle","Major City","20,001-25,000","2031"
"137","1490665","2016","Liberal","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Liberal","Liberal","Taxation","Economy",NA,"Bachelor","Male",43,"Australia","Lutheran","Middle","Large Town","160,001-180,000","2640"
"138","1490665","2019","Liberal","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Quite Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Taxation","Superannuation",NA,"Bachelor","Male",46,"Australia","Lutheran","Middle","Large Town",">180,000","2640"
"139","1507666","2016","Australian Sex","Quite Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Liberal","No Difference","Labor","Labor","Liberal","Labor","No Difference","Labor","Liberal","Liberal","Climate","Environment","Labor","Bachelor","Male",34,"Australia","No Religion","Middle","Major City","150,001-160,000","2130"
"140","1509419","2019","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Climate","Refugees",NA,"Bachelor","Female",62,"Australia","No Religion","Middle","Rural","40,001-45,000","2550"
"141","1513630","2016","Australian Liberty Alliance","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","No Difference","No Difference","Labor","No Difference","No Difference","Labor","Liberal","No Difference","No Difference","No Difference","Health","Immigration",NA,"Postgraduate","Male",42,"Australia","No Religion","Middle","Large Country Town","90,001-100,000","2594"
"142","1513630","2019","Labor","Quite Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Labor","No Difference","Labor","Labor","No Difference","Labor","No Difference","No Difference","No Difference","Labor","Education","Climate",NA,"Postgraduate","Male",45,"Australia","No Religion","Middle","Small Country Town","120,001-130,000","2594"
"143","1530344","2016","Labor","Quite Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Labor","No Difference","Labor","No Difference","Liberal","Labor","No Difference","No Difference","No Difference","Liberal","Health","Climate",NA,"Bachelor","Male",37,"Australia","No Religion","Upper","Major City",">180,000","2011"
"144","1530344","2019","Labor","Quite Important","Not Very Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Liberal","No Difference","Labor","Labor","Liberal","Labor","No Difference","Labor","No Difference","Liberal","Climate","Environment",NA,"Bachelor","Male",40,"Australia","No Religion","Middle","Major City",">180,000","2011"
"145","1532581","2019","Labor","Extremely Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Liberal","Liberal","Labor","Labor","Liberal","No Difference","Labor","Labor","Liberal","Labor","Taxation","Superannuation",NA,"Bachelor","Female",24,"Australia","No Religion","Middle","Major City","80,001-90,000","2630"
"146","1532741","2016","Liberal","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Debt","Economy",NA,"No Qualification","Male",39,"Australia","Roman Catholic","Middle","Major City","110,001-120,000","2233"
"147","1532741","2019","Liberal","Extremely Important","Not Very Important","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","No Difference","Liberal","No Difference","Liberal","Liberal","Economy","Taxation",NA,"Associate Diploma","Male",42,"Australia","Roman Catholic","Middle","Large Town","80,001-90,000","2233"
"148","1533886","2016","Labor","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Labor","No Difference","Labor","Labor","Liberal","Labor","Labor","Labor","Labor","Liberal","Economy","Education",NA,"Bachelor","Female",61,"Australia","Methodist","Working","Small Country Town","100,001-110,000","2400"
"149","1533886","2019","Labor","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Labor","Labor","Liberal","Labor","Liberal","Labor","Labor","Labor","Liberal","Liberal","Health","Education",NA,"Bachelor","Female",64,"Australia","Presbyterian","Working","Large Country Town","80,001-90,000","2400"
"150","1547366","2016","Liberal","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Education","Superannuation",NA,"Bachelor","Female",53,"Australia","Anglican","Middle","Major City","160,001-180,000","2193"
"151","1547366","2019","Liberal","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Education","Health",NA,"Bachelor","Female",56,"Australia","Anglican","Middle","Major City","160,001-180,000","2193"
"152","1552432","2016","Liberal","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","No Difference","No Difference","No Difference","Liberal","Economy","Taxation",NA,"Bachelor","Male",60,"ESB","Anglican","Middle","Major City",">180,000","2041"
"153","1552432","2019","Labor","Not Very Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Liberal","Labor","Labor","Labor","No Difference","Liberal","Labor","Labor","Liberal","No Difference","Environment","Economy",NA,"Bachelor","Male",63,"ESB","Anglican","Middle","Major City",">180,000","2041"
"154","1565572","2016","Labor","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Labor","Labor","Labor","Liberal","Labor","Labor","Labor","Liberal","Liberal","Health","Environment",NA,"Associate Diploma","Female",42,"Australia","Roman Catholic","Middle","Major City","120,001-130,000","2042"
"155","1565572","2019","Labor","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Education",NA,"Postgraduate","Female",45,"Australia","Roman Catholic","Middle","Major City","110,001-120,000","2042"
"156","1572867","2019","Labor","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","Immigration","Economy",NA,"Trade","Female",64,"Australia","Roman Catholic","Working","Small Country Town","50,001-60,000","2502"
"157","1575638","2016","Liberal","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Labor","No Difference","Liberal","Liberal","Liberal","No Difference","No Difference","Liberal","Environment","Education",NA,"Postgraduate","Male",38,"Australia","No Religion","Middle","Major City",">180,000","2260"
"158","1575638","2019","Greens","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Labor","Labor","Liberal","Labor","Liberal","Labor","Liberal","Liberal","Environment","Climate","Labor","Bachelor","Male",41,"Australia","No Religion","Working","Major City","150,001-160,000","2260"
"159","1593831","2016","Greens","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Liberal","Labor","Labor","Labor","Labor","Labor","Health","Environment","Labor","No Qualification","Female",21,"Australia","No Religion","Working","Major City","<10,000","2500"
"160","1593831","2019","Greens","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Liberal","Labor","Labor","Labor","Labor","Liberal","Climate","Refugees","Labor","Bachelor","Female",24,"Australia","No Religion","Working","Major City","40,001-45,000","2500"
"161","1602802","2016","Labor","Extremely Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Quite Important","Labor","No Difference","Labor","No Difference","Labor","Labor","No Difference","No Difference","Labor","No Difference","Superannuation","Economy",NA,"Trade","Male",62,"Australia","Anglican","Working","Major City","60,001-70,000","2286"
"162","1613666","2016","Liberal","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Health","Economy",NA,"Non-Trade","Female",64,"Australia","Roman Catholic","Working","Major City","15,001-20,000","4020"
"163","1613666","2019","Liberal","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Health","Superannuation",NA,"Non-Trade","Female",67,"Australia","Roman Catholic","Working","Major City","25,001-30,000","4020"
"164","1618522","2016","Liberal","Not Very Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Climate",NA,"Bachelor","Male",76,"Australia","Methodist","Middle","Major City","35,001-40,000","4303"
"165","1618522","2019","Liberal","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Superannuation",NA,"Bachelor","Male",79,"Australia","Methodist","Middle","Large Town","25,001-30,000","4303"
"166","1622390","2016","Liberal","Quite Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Economy","Climate",NA,"Trade","Male",73,"Australia","Roman Catholic","Middle","Major City","30,001-35,000","4061"
"167","1622390","2019","Liberal","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Economy","Superannuation",NA,"Trade","Male",76,"Australia","Roman Catholic","Middle","Major City","25,001-30,000","4061"
"168","1623864","2016","Liberal","Not Very Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Debt","Economy",NA,"Postgraduate","Female",61,"Australia","Christian","Middle","Major City","50,001-60,000","4122"
"169","1623864","2019","Liberal","Extremely Important","Quite Important","Not Very Important","Not Very Important","Quite Important","Not Very Important","Quite Important","Not Very Important","Not Very Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Debt",NA,"Postgraduate","Female",64,"Australia","Christian","Middle","Major City","60,001-70,000","4122"
"170","1627715","2016","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Labor","No Difference","Liberal","Labor","Liberal","Liberal","No Difference","Labor","Labor","Liberal","Superannuation","Education",NA,"Postgraduate","Male",68,"Australia","Roman Catholic","Middle","Major City","35,001-40,000","4075"
"171","1627715","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Labor","No Difference","Labor","Labor","No Difference","No Difference","No Difference","Labor","No Difference","No Difference","Environment","Health",NA,"Postgraduate","Male",71,"Australia","Roman Catholic","Middle","Major City","35,001-40,000","4075"
"172","1632700","2019","Liberal","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Quite Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Health","Superannuation",NA,"Non-Trade","Female",60,"Australia","Methodist","Working","Major City","60,001-70,000","4223"
"173","1633640","2016","Labor","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Labor","No Difference","Labor","No Difference","No Difference","Labor","No Difference","Labor","Labor","No Difference","Environment","Climate","Labor","Postgraduate","Female",62,"ESB","No Religion","Middle","Major City","150,001-160,000","4165"
"174","1633640","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Liberal","Labor","Labor","Labor","Labor","Labor","Liberal","Labor","Liberal","Labor","Environment","Climate",NA,"Postgraduate","Female",65,"ESB","No Religion","Middle","Major City",">180,000","4165"
"175","1635647","2016","Liberal","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Taxation","Climate",NA,"Trade","Male",57,"Australia","Anglican","Middle","Major City","160,001-180,000","4074"
"176","1635647","2019","Liberal","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Economy","Superannuation",NA,"Trade","Male",60,"Australia","No Religion","Middle","Major City","160,001-180,000","4074"
"177","1638582","2019","Other","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Liberal","Labor","No Difference","Labor","Liberal","No Difference","Labor","Labor","No Difference","Liberal","Climate","Health",NA,"No Qualification","Female",78,"ESB","Anglican","Working","Large Country Town","30,001-35,000","4122"
"178","1640365","2016","Labor","Quite Important","Not Very Important","Not Very Important","Not Very Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Education",NA,"Trade","Male",62,"Australia","Anglican","Working","Major City","50,001-60,000","4305"
"179","1640365","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Climate",NA,"Trade","Male",65,"Australia","Anglican","Working","Major City","50,001-60,000","4305"
"180","1654531","2016","Labor","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Labor","Labor","Liberal","Labor","Labor","Labor","Labor","Liberal","Labor","Liberal","Superannuation","Taxation",NA,"Undergraduate","Female",51,"Australia","Roman Catholic","Middle","Rural",">180,000","4183"
"181","1654531","2019","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Taxation",NA,"Postgraduate","Female",54,"Australia","Roman Catholic","Middle","Rural",">180,000","4183"
"182","1656807","2019","Liberal","Extremely Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Superannuation",NA,"Bachelor","Male",68,"Australia","Methodist","Middle","Major City","50,001-60,000","4152"
"183","1658137","2016","Liberal","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Debt","Economy",NA,"No Qualification","Male",62,"Australia","Anglican","Middle","Rural",">180,000","4417"
"184","1658137","2019","Liberal","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Quite Important","Liberal","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","Debt","Taxation",NA,"Non-Trade","Male",65,"Australia","No Religion","Working","Rural","80,001-90,000","4417"
"185","1660932","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Climate","Economy",NA,"Non-Trade","Male",50,"NESB","No Religion","Working","Major City","60,001-70,000","4077"
"186","1661160","2016","Liberal","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","No Difference","Liberal","No Difference","No Difference","Liberal","Debt","Refugees",NA,"Trade","Male",68,"Australia","Methodist","Working","Major City","50,001-60,000","4500"
"187","1661160","2019","Liberal","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Liberal","No Difference","Liberal","No Difference","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Economy","Debt",NA,"Trade","Male",71,"Australia","No Religion","Working","Major City","30,001-35,000","4500"
"188","1668440","2016","Liberal","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Climate",NA,"No Qualification","Female",73,"Australia","Anglican","Middle","Small Country Town","30,001-35,000","4615"
"189","1681035","2016","Liberal","Quite Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Superannuation",NA,"Postgraduate","Male",68,"Australia","Anglican","Middle","Rural","90,001-100,000","4740"
"190","1681035","2019","Liberal","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Economy","Refugees",NA,"Postgraduate","Male",71,"Australia","Anglican","Middle","Large Country Town","90,001-100,000","4740"
"191","1686678","2016","Labor","Quite Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Labor","Labor","Labor","No Difference","Labor","Labor","Liberal","No Difference","Labor","No Difference","Health","Education",NA,"Associate Diploma","Female",44,"Australia","Anglican","Middle","Major City","130,001-140,000","4213"
"192","1687027","2016","Liberal","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Refugees","Economy",NA,"No Qualification","Male",68,"Australia","Presbyterian","Middle","Major City","160,001-180,000","4300"
"193","1687027","2019","Liberal","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Taxation",NA,"Undergraduate","Male",71,"Australia","No Religion","Middle","Major City",">180,000","4300"
"194","1689789","2016","Australian Liberty Alliance","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","No Difference","No Difference","No Difference","No Difference","Liberal","Liberal","Liberal","No Difference","No Difference","No Difference","Refugees","Economy","Coalition","Undergraduate","Male",51,"Australia","Roman Catholic","Middle","Major City","70,001-80,000","4152"
"195","1689789","2019","Australian Conservatives","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Not Very Important","Extremely Important","Liberal","Liberal","No Difference","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","Economy","Debt","Coalition","Associate Diploma","Male",54,"Australia","Roman Catholic","Working","Major City","80,001-90,000","4152"
"196","1689995","2019","Labor","Extremely Important","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Liberal","No Difference","Labor","Labor","Labor","No Difference","Liberal","Labor","Liberal","No Difference","Economy","Taxation",NA,"Non-Trade","Female",60,"Australia","Non-Christian Other","Middle","Small Country Town","90,001-100,000","4805"
"197","1701620","2019","Liberal","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","No Difference","Liberal","Liberal","No Difference","Liberal","Taxation","Health",NA,"Associate Diploma","Female",52,"ESB","Anglican","Middle","Major City",">180,000","4151"
"198","1704046","2016","Liberal","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Debt","Economy",NA,"Associate Diploma","Male",70,"Australia","Roman Catholic","Middle","Rural","50,001-60,000","4819"
"199","1704046","2019","Liberal","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Debt",NA,"Associate Diploma","Male",73,"Australia","Roman Catholic","Middle","Major City","100,001-110,000","4819"
"200","1706073","2016","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Education",NA,"Postgraduate","Male",67,"ESB","Roman Catholic","Middle","Major City","30,001-35,000","4870"
"201","1706073","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Quite Important","No Difference","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","No Difference","No Difference","Health","Environment",NA,"Postgraduate","Male",70,"ESB","Roman Catholic","Middle","Major City","25,001-30,000","4870"
"202","1713933","2016","Liberal","Not Very Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","No Difference","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Economy","Superannuation",NA,"Trade","Female",51,"Australia","Roman Catholic","Middle","Major City","160,001-180,000","4350"
"203","1729126","2016","Liberal","Extremely Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Taxation","Debt",NA,"No Qualification","Male",64,"Australia","Anglican","Middle","Major City","50,001-60,000","4217"
"204","1729126","2019","Liberal","Extremely Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","Superannuation","Taxation",NA,"Bachelor","Male",67,"Australia","Anglican","Middle","Major City","130,001-140,000","4217"
