"","Respondent_ID_2016","year","vote_house","importance_taxation","importance_immigration","importance_education","importance_environment","importance_debt","importance_health","importance_refugees","importance_climate","importance_superannuation","importance_economy","party_taxation","party_immigration","party_education","party_environment","party_debt","party_health","party_refugees","party_climate","party_superannuation","party_economy","issue_importance","issue_importance2","qualifications","sex","age","birth_country","religion","social_class","living_status","annual_income","PCODE"
"204","2610999","2019","Labor","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Labor","No Difference","Labor","Liberal","Labor","Liberal","Labor","Labor","Liberal","Superannuation","Health","Associate Diploma","Male",74,"ESB","No Religion","Middle","Large Town","40,001-45,000","6169"
"205","2614062","2016","Labor","Quite Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Labor","No Difference","Labor","No Difference","No Difference","No Difference","No Difference","No Difference","Labor","No Difference","Economy","Debt","No Qualification","Male",61,"Australia","No Religion","Working","Major City","110,001-120,000","6111"
"206","2616619","2016","Labor","Extremely Important","Not Very Important","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Taxation","Economy","Trade","Male",63,"ESB","No Religion","Working","Small Country Town","30,001-35,000","6566"
"207","2616619","2019","Labor","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Quite Important","Extremely Important","Labor","No Difference","Labor","No Difference","No Difference","Labor","No Difference","No Difference","Labor","No Difference","Taxation","Education","Trade","Male",66,"ESB","No Religion","Working","Rural","10,001-15,000","6566"
"208","2622181","2019","Labor","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Not Very Important","Quite Important","Labor","No Difference","Labor","Labor","No Difference","Labor","No Difference","Labor","No Difference","No Difference","Health","Environment","Associate Diploma","Male",59,"Australia","No Religion","Middle","Large Country Town","150,001-160,000","6450"
"209","2625069","2016","Labor","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Labor","Liberal","Labor","Labor","Labor","Labor","Liberal","Liberal","Labor","Labor","Taxation","Education","Postgraduate","Female",64,"ESB","No Religion","Middle","Major City","80,001-90,000","6164"
"210","2641864","2016","Labor","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Labor","Labor","Taxation","Education","Postgraduate","Male",69,"ESB","Baptist","Middle","Major City","100,001-110,000","6066"
"211","2641864","2019","Labor","Extremely Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Economy","Postgraduate","Male",72,"ESB","Anglican","Middle","Major City","110,001-120,000","6066"
"212","2644751","2016","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","No Difference","No Difference","Labor","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","Liberal","Superannuation","Climate","Bachelor","Female",63,"ESB","No Religion","Middle","Major City","160,001-180,000","6006"
"213","2644751","2019","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Labor","Labor","Labor","Liberal","Labor","Labor","Labor","Labor","Liberal","Superannuation","Health","Bachelor","Female",66,"ESB","No Religion","Middle","Major City","110,001-120,000","6006"
"214","2654761","2016","Labor","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Labor","No Difference","Labor","Labor","No Difference","Labor","No Difference","Labor","No Difference","Labor","Health","Education","Bachelor","Male",41,"ESB","No Religion","Middle","Major City","120,001-130,000","6024"
"215","2654761","2019","Labor","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Environment","Health","Bachelor","Male",44,"ESB","No Religion","Middle","Major City","140,001-150,000","6024"
"216","2657049","2016","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Labor","Liberal","Labor","Labor","Labor","Labor","Liberal","No Difference","No Difference","Labor","Taxation","Superannuation","Non-Trade","Male",59,"NESB","No Religion","Working","Small Country Town","50,001-60,000","6285"
"217","2677596","2016","Labor","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Labor","No Difference","Labor","No Difference","No Difference","Labor","No Difference","No Difference","No Difference","No Difference","Health","Education","No Qualification","Female",43,"ESB","Presbyterian","Working","Major City","70,001-80,000","6069"
"218","2677596","2019","Labor","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Quite Important","Extremely Important","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","Education","Health","No Qualification","Female",46,"ESB","Presbyterian","Working","Major City","110,001-120,000","6069"
"219","2693462","2016","Labor","Extremely Important","Not Very Important","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Not Very Important","Quite Important","Extremely Important","Labor","No Difference","Labor","No Difference","Liberal","No Difference","No Difference","No Difference","Labor","No Difference","Economy","Debt","Postgraduate","Male",64,"ESB","No Religion","Middle","Major City","160,001-180,000","6162"
"220","2693462","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Labor","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","Labor","Labor","Environment","Superannuation","Postgraduate","Female",54,"Australia","Anglican","Middle","Major City","140,001-150,000","6162"
"221","2717672","2016","Labor","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Health","Postgraduate","Female",32,"Australia","No Religion","Middle","Rural","90,001-100,000","6612"
"222","2717672","2019","Labor","Quite Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Not Very Important","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Environment","Climate","Postgraduate","Female",35,"Australia","No Religion","Working","Large Town","80,001-90,000","6612"
"223","2741096","2016","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Labor","No Difference","Labor","Labor","No Difference","Labor","No Difference","Labor","Labor","No Difference","Education","Health","Bachelor","Female",62,"Australia","No Religion","Middle","Large Town","50,001-60,000","6330"
"224","2741096","2019","Labor","Quite Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","No Difference","No Difference","Labor","No Difference","Health","Education","Postgraduate","Male",65,"ESB","No Religion","Middle","Large Town","60,001-70,000","6330"
"225","2743110","2016","Labor","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Economy","Debt","Bachelor","Male",35,"Australia","No Religion","Upper","Major City","80,001-90,000","6003"
"226","2743110","2019","Labor","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Liberal","Labor","Taxation","Climate","Bachelor","Male",38,"Australia","No Religion","Upper","Major City","120,001-130,000","6003"
"227","2759684","2016","Labor","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Taxation","Undergraduate","Female",18,"Australia","Roman Catholic","Working","Large Town","40,001-45,000","6210"
"228","2759684","2019","Labor","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Climate","Postgraduate","Female",21,"Australia","Roman Catholic","Working","Major City","30,001-35,000","6210"
"229","2764429","2016","Labor","Quite Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Liberal","Liberal","Labor","No Difference","No Difference","Labor","No Difference","No Difference","Liberal","No Difference","Environment","Climate","No Qualification","Female",18,"Australia","No Religion","Middle","Rural","<10,000","6324"
"230","2765019","2019","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","No Difference","No Difference","No Difference","Labor","No Difference","No Difference","No Difference","Labor","Labor","Environment","Refugees","Bachelor","Female",46,"Australia","Buddhist","Middle","Small Country Town","100,001-110,000","6084"
"231","2765150","2016","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","No Difference","No Difference","Labor","Labor","No Difference","Labor","No Difference","Labor","No Difference","No Difference","Climate","Economy","Postgraduate","Male",46,"Australia","Buddhist","None","Major City","15,001-20,000","6000"
"232","2790270","2016","Labor","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","Health","Superannuation","No Qualification","Female",69,"Australia","Roman Catholic","Middle","Major City","50,001-60,000","2615"
"233","2796509","2016","Labor","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Not Very Important","Quite Important","Quite Important","Not Very Important","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Education","Economy","Bachelor","Male",57,"Australia","Roman Catholic","Middle","Major City",">180,000","2913"
"234","2796509","2019","Labor","Quite Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Liberal","No Difference","Economy","Education","Bachelor","Male",60,"Australia","No Religion","Middle","Major City",">180,000","2913"
"235","2796526","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","No Difference","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","No Difference","No Difference","Environment","Climate","Postgraduate","Female",75,"ESB","No Religion","Middle","Major City","110,001-120,000","2600"
"236","2802496","2016","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Refugees","Postgraduate","Female",56,"NESB","Anglican","Middle","Major City",">180,000","2611"
"237","2802496","2019","Labor","Not Very Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Labor","No Difference","Labor","Labor","No Difference","Labor","No Difference","Labor","Labor","Labor","Climate","Refugees","Postgraduate","Female",59,"NESB","Anglican","None","Major City",">180,000","2611"
"238","2805273","2019","Labor","Quite Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Climate","Non-Trade","Female",49,"Australia","Roman Catholic","Working","Major City","110,001-120,000","2605"
"239","2812589","2016","Labor","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Taxation","Education","Bachelor","Female",31,"Australia","No Religion","Working","Major City","45,001-50,000","2602"
"240","2812589","2019","Labor","Quite Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Quite Important","No Difference","No Difference","Labor","No Difference","No Difference","Labor","No Difference","Labor","No Difference","Labor","Environment","Health","Bachelor","Female",34,"Australia","No Religion","Working","Major City","60,001-70,000","2602"
"241","2814893","2016","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Education","No Qualification","Female",32,"Australia","No Religion","Middle","Large Town","45,001-50,000","2604"
"242","2814893","2019","Labor","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Education","Bachelor","Female",35,"Australia","No Religion","Working","Major City","50,001-60,000","2604"
"243","2815127","2016","Labor","Not Very Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Climate","Postgraduate","Female",30,"Australia","Roman Catholic","Middle","Major City",">180,000","2612"
"244","2815127","2019","Labor","Quite Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Climate","Environment","Postgraduate","Female",33,"Australia","Roman Catholic","Middle","Major City",">180,000","2612"
"245","2815736","2019","Labor","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Labor","No Difference","Labor","Labor","Liberal","Labor","No Difference","Labor","No Difference","Labor","Climate","Education","Postgraduate","Female",37,"Australia","No Religion","Middle","Major City",">180,000","2612"
"246","2820816","2016","Labor","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Labor","Labor","Labor","No Difference","No Difference","Labor","Labor","No Difference","Labor","Labor","Health","Economy","Bachelor","Male",33,"Australia","Roman Catholic","Middle","Major City","100,001-110,000","2914"
"247","2820816","2019","Labor","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Climate","Environment","Bachelor","Male",36,"Australia","Roman Catholic","Middle","Major City",">180,000","2914"
"248","2840986","2016","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Education","Environment","Postgraduate","Female",67,"Australia","No Religion","Middle","Major City","120,001-130,000","2131"
"249","2840986","2019","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Climate","Education","Postgraduate","Female",70,"Australia","Anglican","Middle","Major City","130,001-140,000","2131"
"250","2877666","2016","Labor","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Labor","Liberal","Labor","Labor","No Difference","Labor","No Difference","Labor","Labor","No Difference","Superannuation","Immigration","Postgraduate","Male",65,"Australia","Anglican","Working","Major City","80,001-90,000","2148"
"251","2888319","2016","Labor","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Education","Bachelor","Male",66,"Australia","Roman Catholic","Middle","Major City","110,001-120,000","2026"
"252","2888319","2019","Labor","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Liberal","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","No Difference","Environment","Climate","Bachelor","Male",69,"Australia","Roman Catholic","Middle","Major City","120,001-130,000","2026"
"253","2899872","2016","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","No Difference","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Labor","Labor","Climate","Health","Undergraduate","Male",21,"Australia","Anglican","Middle","Small Country Town","70,001-80,000","2483"
"254","2899872","2019","Labor","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Climate","Education","Bachelor","Male",24,"Australia","No Religion","Working","Small Country Town","<10,000","2483"
"255","2899974","2016","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Refugees","Environment","Bachelor","Female",67,"Australia","No Religion","Working","Large Town","15,001-20,000","2516"
"256","2899974","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Environment","Refugees","Bachelor","Female",70,"Australia","No Religion","Working","Major City","15,001-20,000","2516"
"257","2913432","2019","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Education","Climate","No Qualification","Male",49,"Australia","No Religion","Working","Large Town","120,001-130,000","2570"
"258","2916057","2016","Labor","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Quite Important","Quite Important","Liberal","No Difference","Labor","Labor","Liberal","Labor","Liberal","Labor","No Difference","Liberal","Economy","Health","Bachelor","Female",21,"NESB","No Religion","Working","Major City","110,001-120,000","2218"
"259","2916560","2019","Labor","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Climate","Environment","Postgraduate","Male",47,"Australia","Roman Catholic","Middle","Major City",">180,000","2118"
"260","2929038","2016","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Labor","Labor","Labor","No Difference","No Difference","Labor","Labor","No Difference","Labor","No Difference","Environment","Climate","Bachelor","Female",59,"Australia","Roman Catholic","Middle","Major City","90,001-100,000","2008"
"261","2956651","2016","Labor","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","No Difference","Labor","Economy","Health","Bachelor","Female",45,"Australia","Buddhist","Working","Major City","100,001-110,000","2767"
"262","2956651","2019","Labor","Quite Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Climate","Economy","Bachelor","Female",48,"Australia","Buddhist","Working","Major City","100,001-110,000","2767"
"263","2986196","2016","Labor","Not Very Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Environment","No Qualification","Female",68,"Australia","Anglican","None","Major City","30,001-35,000","2759"
"264","2986196","2019","Labor","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Labor","No Difference","Labor","Health","Education","Non-Trade","Female",71,"Australia","No Religion","None","Major City","25,001-30,000","2759"
"265","3013248","2019","Labor","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Liberal","Labor","Liberal","No Difference","Liberal","Labor","No Difference","Liberal","No Difference","Liberal","Health","Taxation","Bachelor","Female",28,"Australia","Orthodox","Middle","Major City","110,001-120,000","2768"
"266","3019653","2016","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","No Difference","No Difference","Labor","No Difference","No Difference","Labor","No Difference","No Difference","No Difference","No Difference","Education","Health","Postgraduate","Female",59,"Australia","Roman Catholic","Middle","Large Town",">180,000","2460"
"267","3019653","2019","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Liberal","Liberal","Health","Education","Postgraduate","Female",62,"Australia","Roman Catholic","Middle","Large Town",">180,000","2460"
"268","3036482","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Labor","No Difference","Labor","Labor","Liberal","Labor","No Difference","Labor","Labor","No Difference","Education","Health","Postgraduate","Male",64,"ESB","No Religion","Working","Major City","90,001-100,000","2220"
"269","3056783","2016","Labor","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Economy","Education","Postgraduate","Female",64,"Australia","Presbyterian","Middle","Large Country Town","160,001-180,000","2460"
"270","3056783","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Education","Postgraduate","Female",67,"Australia","Presbyterian","Working","Large Country Town","150,001-160,000","2460"
"271","3068131","2016","Labor","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Labor","Labor","Education","Environment","Postgraduate","Male",65,"Australia","No Religion","Middle","Rural","45,001-50,000","2484"
"272","3068131","2019","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Climate","Refugees","Postgraduate","Male",68,"Australia","No Religion","Middle","Small Country Town","50,001-60,000","2484"
"273","3077378","2016","Labor","Quite Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","No Difference","Labor","Labor","Education","Health","Bachelor","Male",59,"Australia","Methodist","Working","Major City","40,001-45,000","2256"
"274","3077378","2019","Labor","Quite Important","Not Very Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Quite Important","Not Very Important","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","No Difference","Health","Superannuation","Postgraduate","Male",62,"Australia","No Religion","Middle","Major City","45,001-50,000","2256"
"275","3080898","2016","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Labor","Liberal","Labor","Labor","Liberal","Labor","Liberal","Labor","Labor","Liberal","Health","Climate","Undergraduate","Male",59,"Australia","Baptist","Working","Rural","25,001-30,000","2445"
"276","3081039","2016","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Labor","No Difference","Labor","Labor","Liberal","Labor","Labor","Labor","No Difference","No Difference","Climate","Education","Associate Diploma","Male",64,"Australia","Presbyterian","Working","Major City","110,001-120,000","2299"
"277","3081039","2019","Labor","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Liberal","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","No Difference","No Difference","Climate","Health","Associate Diploma","Male",67,"Australia","No Religion","Middle","Major City","110,001-120,000","2299"
"278","3105557","2016","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Labor","No Difference","Labor","Labor","Liberal","Labor","No Difference","No Difference","No Difference","No Difference","Health","Education","Bachelor","Female",39,"Australia","Roman Catholic","Working","Major City","35,001-40,000","2148"
"279","3116016","2019","Labor","Extremely Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Not Very Important","Quite Important","Labor","Liberal","No Difference","Labor","Liberal","Labor","Liberal","Labor","No Difference","Liberal","Taxation","Economy","Postgraduate","Male",53,"Australia","Anglican","Middle","Major City","100,001-110,000","2228"
"280","3124377","2019","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","No Difference","No Difference","Labor","Labor","No Difference","No Difference","Labor","Labor","Labor","No Difference","Education","Environment","Bachelor","Female",54,"Australia","Orthodox","None","Major City","50,001-60,000","2223"
"281","3125637","2016","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Not Very Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Education","No Qualification","Female",40,"Australia","Roman Catholic","None","Small Country Town","30,001-35,000","2537"
"282","3125637","2019","Labor","Extremely Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Education","No Qualification","Female",43,"Australia","No Religion","None","Major City","15,001-20,000","2537"
