"","Respondent_ID_2016","year","qualifications","sex","age","birth_country","religion","social_class","living_status","annual_income","PCODE"
"268","2118348","2016","No Qualification","Male",20,"Australia","Christian Other","Middle","Major City","15,001-20,000","7008"
"269","2120841","2016","No Qualification","Male",20,"Australia","No Religion","Middle","Major City","<10,000","7008"
"270","2123063","2016","Trade","Male",68,"NESB","Methodist","Middle","Large Town","160,001-180,000","7277"
"271","2132137","2016","No Qualification","Female",18,"Australia","No Religion","Working","Rural","50,001-60,000","7325"
"272","2133725","2016","No Qualification","Female",57,"Australia","Roman Catholic","Working","Rural","50,001-60,000","7190"
"273","2136632","2016","Non-Trade","Female",40,"Australia","No Religion","Working","Major City","90,001-100,000","7030"
"274","2138555","2016","Non-Trade","Male",80,"Australia","Anglican","Working","Large Town","20,001-25,000","3033"
"275","2143481","2016","Bachelor","Male",68,"ESB","No Religion","Middle","Major City","90,001-100,000","3016"
"276","2143754","2016","No Qualification","Male",77,"Australia","No Religion","Working","Large Country Town","25,001-30,000","3850"
"277","2146564","2016","Postgraduate","Male",67,"Australia","No Religion","Middle","Major City","100,001-110,000","3150"
"278","2152958","2016","Bachelor","Female",63,"Australia","Roman Catholic","Middle","Small Country Town","100,001-110,000","3758"
"279","2156811","2016","No Qualification","Female",64,"Australia","Roman Catholic","Middle","Major City","100,001-110,000","3033"
"280","2159384","2016","Postgraduate","Male",69,"Australia","No Religion","Middle","Major City","60,001-70,000","3139"
"281","2160080","2016","Postgraduate","Female",59,"Australia","Methodist","Middle","Major City","160,001-180,000","3094"
"282","2162197","2016","Non-Trade","Female",72,"Australia","No Religion","None","Major City","20,001-25,000","3205"
"283","2171536","2016","Bachelor","Male",70,"Australia","No Religion","Middle","Rural","70,001-80,000","3213"
"284","2178012","2016","Non-Trade","Female",64,"NESB","Baptist","Middle","Major City","100,001-110,000","3337"
"285","2180645","2016","Bachelor","Male",64,"Australia","Anglican","Middle","Large Town","50,001-60,000","3218"
"286","2187276","2016","No Qualification","Female",71,"Australia","Roman Catholic","Middle","Major City","40,001-45,000","3150"
"287","2194743","2016","Postgraduate","Male",69,"ESB","No Religion","Middle","Major City","110,001-120,000","3150"
"288","2195507","2016","Trade","Male",59,"Australia","No Religion","Working","Major City","80,001-90,000","3195"
"289","2199507","2016","Associate Diploma","Male",58,"Australia","Presbyterian","Middle","Major City","140,001-150,000","3149"
"290","2203370","2016","Non-Trade","Male",60,"Australia","Anglican","Working","Major City","35,001-40,000","3136"
"291","2204920","2016","Associate Diploma","Male",61,"Australia","Methodist","Middle","Major City",">180,000","3103"
"292","2215507","2016","No Qualification","Male",36,"Australia","Roman Catholic","Working","Large Town","80,001-90,000","3338"
"293","2216541","2016","Bachelor","Female",61,"Australia","Roman Catholic","Middle","Major City","160,001-180,000","3134"
"294","2221502","2016","No Qualification","Female",56,"Australia","Roman Catholic","Middle","Major City","100,001-110,000","3145"
"295","2231287","2016","Postgraduate","Female",54,"ESB","Methodist","Middle","Major City","140,001-150,000","3104"
"296","2234659","2016","Undergraduate","Female",59,"Australia","No Religion","Middle","Major City","80,001-90,000","3136"
"297","2235374","2016","No Qualification","Male",62,"ESB","Anglican","Middle","Major City","150,001-160,000","3178"
"298","2235500","2016","Trade","Female",71,"ESB","Jewish","Working","Major City","25,001-30,000","3166"
"299","2235615","2016","Associate Diploma","Female",60,"Australia","Anglican","Working","Rural","15,001-20,000","3377"
"300","2238712","2016","Bachelor","Male",78,"Australia","No Religion","Middle","Major City","50,001-60,000","3056"
"301","2240253","2016","Postgraduate","Female",69,"Australia","Methodist","Middle","Small Country Town","40,001-45,000","3450"
"302","2246039","2016","Postgraduate","Male",59,"NESB","Hindu","Middle","Major City","160,001-180,000","3106"
"303","2252579","2016","No Qualification","Male",66,"Australia","Anglican","Middle","Rural","110,001-120,000","3224"
"304","2254537","2016","Bachelor","Male",31,"Australia","No Religion","Middle","Small Country Town","90,001-100,000","3136"
"305","2260466","2016","Trade","Male",60,"ESB","No Religion","Working","Large Town","80,001-90,000","3810"
"306","2266368","2016","Associate Diploma","Male",44,"Australia","Anglican","Working","Major City","110,001-120,000","3224"
"307","2279154","2016","Postgraduate","Male",70,"ESB","No Religion","Middle","Major City","60,001-70,000","3058"
"308","2285142","2016","Postgraduate","Female",53,"ESB","No Religion","Middle","Rural","110,001-120,000","3747"
"309","2289369","2016","Non-Trade","Female",67,"Australia","Anglican","Working","Large Town","45,001-50,000","3690"
"310","2289406","2016","Associate Diploma","Male",62,"Australia","Presbyterian","Working","Rural","140,001-150,000","3676"
"311","2292975","2016","No Qualification","Male",69,"NESB","Roman Catholic","Working","Large Town","45,001-50,000","3166"
"312","2298209","2016","Postgraduate","Female",42,"Australia","No Religion","Middle","Major City","120,001-130,000","3070"
"313","2299632","2016","Postgraduate","Female",35,"Australia","Roman Catholic","Middle","Major City","120,001-130,000","3025"
"314","2302549","2016","Bachelor","Male",63,"Australia","No Religion","Middle","Small Country Town","140,001-150,000","3685"
"315","2303281","2016","Postgraduate","Female",67,"Australia","No Religion","Working","Rural","45,001-50,000","3724"
"316","2317623","2016","Postgraduate","Female",68,"ESB","No Religion","Middle","Major City","130,001-140,000","8002"
"317","2322575","2016","Postgraduate","Male",45,"Australia","Roman Catholic","Middle","Major City","160,001-180,000","3095"
"318","2324382","2016","No Qualification","Female",65,"Australia","Roman Catholic","Working","Major City","45,001-50,000","3037"
"319","2332470","2016","Associate Diploma","Female",63,"Australia","Presbyterian","Working","Major City","80,001-90,000","3046"
"320","2334292","2016","Bachelor","Female",62,"Australia","No Religion","Middle","Major City",">180,000","3126"
"321","2336581","2016","Non-Trade","Male",66,"Australia","Salvation Army","Middle","Major City","50,001-60,000","3136"
"322","2336637","2016","Bachelor","Male",34,"Australia","No Religion","Middle","Major City","100,001-110,000","3141"
"323","2341990","2016","Bachelor","Female",68,"Australia","Roman Catholic","Middle","Major City","45,001-50,000","3218"
"324","2342953","2016","Associate Diploma","Female",59,"ESB","Presbyterian","Middle","Small Country Town","70,001-80,000","3277"
"325","2343784","2016","Postgraduate","Male",54,"NESB","Roman Catholic","Middle","Major City","90,001-100,000","3182"
"326","2345958","2016","Postgraduate","Male",58,"NESB","Roman Catholic","Middle","Major City","100,001-110,000","3796"
"327","2348436","2016","Non-Trade","Female",55,"Australia","Methodist","Middle","Large Town","70,001-80,000","3357"
"328","2358456","2016","Associate Diploma","Male",41,"Australia","No Religion","Middle","Major City","140,001-150,000","3136"
"329","2366331","2016","Bachelor","Female",79,"Australia","Presbyterian","Middle","Major City","50,001-60,000","3350"
"330","2367559","2016","Postgraduate","Female",61,"Australia","Roman Catholic","Middle","Large Town","110,001-120,000","3222"
"331","2376608","2016","No Qualification","Female",73,"Australia","Anglican","Working","Major City","40,001-45,000","3173"
"332","2378896","2016","Bachelor","Male",43,"Australia","Orthodox","Middle","Major City","120,001-130,000","3145"
"333","2386309","2016","Undergraduate","Female",38,"Australia","Anglican","Working","Major City","110,001-120,000","3977"
"334","2404114","2016","Postgraduate","Male",34,"Australia","No Religion","Working","Major City","100,001-110,000","3044"
"335","2404262","2016","No Qualification","Female",37,"Australia","No Religion","Working","Major City","45,001-50,000","3180"
"336","2404634","2016","No Qualification","Female",24,"Australia","Roman Catholic","Working","Large Town","20,001-25,000","3355"
"337","2409010","2016","Trade","Male",66,"Australia","Anglican","None","Major City","30,001-35,000","3555"
"338","2424107","2016","Postgraduate","Female",31,"NESB","Hindu","Working","Major City","130,001-140,000","3003"
"339","2427163","2016","No Qualification","Male",69,"Australia","Christian","Working","Large Country Town","80,001-90,000","3875"
"340","2440432","2016","Postgraduate","Female",42,"Australia","No Religion","Middle","Rural","80,001-90,000","3096"
"341","2446788","2016","Bachelor","Male",47,"Australia","Orthodox","Middle","Major City",">180,000","3802"
"342","2452295","2016","Bachelor","Male",32,"Australia","No Religion","Middle","Large Country Town","150,001-160,000","3820"
"343","2460148","2016","Associate Diploma","Female",27,"Australia","No Religion","Middle","Large Town","25,001-30,000","3136"
"344","2461008","2016","Non-Trade","Male",67,"Australia","Lutheran","Middle","Large Country Town","20,001-25,000","3444"
"345","2464011","2016","Trade","Male",70,"ESB","No Religion","Middle","Major City","90,001-100,000","3152"
"346","2471594","2016","No Qualification","Male",64,"Australia","Anglican","Middle","Major City","15,001-20,000","3356"
"347","2472723","2016","Trade","Male",46,"Australia","Roman Catholic","Middle","Large Country Town","100,001-110,000","3222"
"348","2478117","2016","Bachelor","Male",28,"Australia","No Religion","Working","Major City","90,001-100,000","3073"
"349","2480735","2016","Undergraduate","Female",40,"Australia","Roman Catholic","Working","Large Town","10,001-15,000","3018"
"350","2481519","2016","Bachelor","Female",38,"Australia","Roman Catholic","Working","Major City","60,001-70,000","3175"
"351","2492820","2016","Postgraduate","Female",42,"Australia","Roman Catholic","Middle","Major City","150,001-160,000","3166"
"352","2503633","2016","Non-Trade","Female",59,"ESB","Roman Catholic","Middle","Large Town","50,001-60,000","3073"
"353","2506238","2016","Bachelor","Female",61,"ESB","No Religion","Middle","Large Town","60,001-70,000","3280"
"354","2512048","2016","No Qualification","Male",60,"Australia","No Religion","Working","Major City","20,001-25,000","3215"
"355","2536604","2016","No Qualification","Male",50,"Australia","No Religion","None","Small Country Town","15,001-20,000","3824"
"356","2538656","2016","Undergraduate","Male",31,"Australia","Anglican","Working","Major City","120,001-130,000","3183"
"357","2545603","2016","Postgraduate","Female",28,"Australia","Methodist","Middle","Large Town","100,001-110,000","3213"
"358","2551595","2016","No Qualification","Female",20,"Australia","No Religion","Middle","Small Country Town","50,001-60,000","3860"
"359","2567262","2016","Bachelor","Male",48,"Australia","Christian Other","Middle","Major City","120,001-130,000","3808"
"360","2567635","2016","Bachelor","Male",66,"Australia","Roman Catholic","Middle","Major City","90,001-100,000","3754"
"361","2575629","2016","Trade","Female",44,"Australia","Roman Catholic","Middle","Major City","40,001-45,000","3977"
"362","2585496","2016","Bachelor","Male",35,"Australia","No Religion","Middle","Major City","150,001-160,000","3088"
"363","2609538","2016","Postgraduate","Female",60,"ESB","No Religion","Middle","Large Town","70,001-80,000","6014"
"364","2610999","2016","Associate Diploma","Male",71,"ESB","No Religion","None","Major City","35,001-40,000","6169"
"365","2614062","2016","No Qualification","Male",61,"Australia","No Religion","Working","Major City","110,001-120,000","6111"
"366","2614878","2016","Trade","Male",63,"Australia","Anglican","Middle","Major City","90,001-100,000","6028"
"367","2616619","2016","Trade","Male",63,"ESB","No Religion","Working","Small Country Town","30,001-35,000","6566"
"368","2622181","2016","Non-Trade","Male",56,"Australia","No Religion","Middle","Large Country Town",">180,000","6450"
"369","2622783","2016","Non-Trade","Female",67,"Australia","Anglican","Middle","Major City","140,001-150,000","6065"
"370","2624042","2016","Associate Diploma","Male",72,"Australia","Pentecostalism","Working","Large Town","45,001-50,000","6210"
"371","2625069","2016","Postgraduate","Female",64,"ESB","No Religion","Middle","Major City","80,001-90,000","6164"
"372","2634818","2016","Bachelor","Male",60,"Australia","Roman Catholic","Middle","Major City","25,001-30,000","6062"
"373","2641864","2016","Postgraduate","Male",69,"ESB","Baptist","Middle","Major City","100,001-110,000","6066"
"374","2643532","2016","Associate Diploma","Male",49,"Australia","Presbyterian","Upper","Major City",">180,000","6065"
"375","2644751","2016","Bachelor","Female",63,"ESB","No Religion","Middle","Major City","160,001-180,000","6006"
"376","2651761","2016","Non-Trade","Male",63,"Australia","Anglican","Working","Rural",">180,000","6350"
"377","2654761","2016","Bachelor","Male",41,"ESB","No Religion","Middle","Major City","120,001-130,000","6024"
"378","2657049","2016","Non-Trade","Male",59,"NESB","No Religion","Working","Small Country Town","50,001-60,000","6285"
"379","2663623","2016","Non-Trade","Female",58,"ESB","Christian","Middle","Rural","70,001-80,000","6324"
"380","2665290","2016","Bachelor","Male",43,"NESB","Anglican","Middle","Major City","160,001-180,000","6151"
"381","2666342","2016","Postgraduate","Male",65,"ESB","No Religion","Middle","Major City",">180,000","6101"
"382","2670637","2016","Bachelor","Male",36,"Australia","No Religion","Working","Major City","90,001-100,000","6065"
"383","2677596","2016","No Qualification","Female",43,"ESB","Presbyterian","Working","Major City","70,001-80,000","6069"
"384","2685967","2016","Non-Trade","Female",71,"Australia","Roman Catholic","Middle","Major City","40,001-45,000","6152"
"385","2687755","2016","Bachelor","Male",26,"ESB","No Religion","Middle","Major City","50,001-60,000","6148"
"386","2687916","2016","Postgraduate","Male",65,"NESB","Presbyterian","Middle","Major City","70,001-80,000","6148"
"387","2693462","2016","Postgraduate","Male",64,"ESB","No Religion","Middle","Major City","160,001-180,000","6162"
"388","2696376","2016","Bachelor","Male",57,"Australia","No Religion","None","Major City",">180,000","6020"
"389","2717672","2016","Postgraduate","Female",32,"Australia","No Religion","Middle","Rural","90,001-100,000","6612"
"390","2729903","2016","No Qualification","Female",57,"Australia","Roman Catholic","Working","Major City","70,001-80,000","6164"
"391","2731716","2016","Non-Trade","Male",40,"Australia","Christian","Middle","Major City","120,001-130,000","6169"
"392","2733291","2016","Bachelor","Male",80,"ESB","Anglican","Middle","Large Country Town","45,001-50,000","6300"
"393","2741096","2016","Bachelor","Female",62,"Australia","No Religion","Middle","Large Town","50,001-60,000","6330"
"394","2743110","2016","Bachelor","Male",35,"Australia","No Religion","Upper","Major City","80,001-90,000","6003"
"395","2759684","2016","Undergraduate","Female",18,"Australia","Roman Catholic","Working","Large Town","40,001-45,000","6210"
"396","2764429","2016","No Qualification","Female",18,"Australia","No Religion","Middle","Rural","<10,000","6324"
"397","2765019","2016","Associate Diploma","Female",43,"ESB","Buddhist","Working","Small Country Town","25,001-30,000","6084"
"398","2765150","2016","Postgraduate","Male",46,"Australia","Buddhist","None","Major City","15,001-20,000","6000"
"399","2780872","2016","Bachelor","Female",26,"Australia","No Religion","Working","Major City","100,001-110,000","2615"
"400","2783795","2016","Associate Diploma","Female",42,"Australia","No Religion","Middle","Major City",">180,000","2614"
"401","2790270","2016","No Qualification","Female",69,"Australia","Roman Catholic","Middle","Major City","50,001-60,000","2615"
"402","2793046","2016","Bachelor","Male",29,"Australia","Roman Catholic","Middle","Major City",">180,000","2604"
"403","2796509","2016","Bachelor","Male",57,"Australia","Roman Catholic","Middle","Major City",">180,000","2913"
"404","2796526","2016","Postgraduate","Female",72,"ESB","No Religion","Middle","Major City","100,001-110,000","2600"
"405","2802496","2016","Postgraduate","Female",56,"NESB","Anglican","Middle","Major City",">180,000","2611"
"406","2804130","2016","Postgraduate","Female",43,"Australia","Anglican","Middle","Major City","100,001-110,000","2905"
"407","2805098","2016","Non-Trade","Male",81,"Australia","Methodist","None","Major City","25,001-30,000","2611"
"408","2805273","2016","Non-Trade","Female",46,"Australia","Roman Catholic","Middle","Major City","90,001-100,000","2605"
"409","2812589","2016","Bachelor","Female",31,"Australia","No Religion","Working","Major City","45,001-50,000","2602"
"410","2814893","2016","No Qualification","Female",32,"Australia","No Religion","Middle","Large Town","45,001-50,000","2604"
"411","2815127","2016","Postgraduate","Female",30,"Australia","Roman Catholic","Middle","Major City",">180,000","2612"
"412","2815736","2016","Postgraduate","Female",34,"Australia","No Religion","Middle","Major City","90,001-100,000","2612"
"413","2818727","2016","No Qualification","Male",54,"Australia","No Religion","Middle","Major City",">180,000","2612"
"414","2820816","2016","Bachelor","Male",33,"Australia","Roman Catholic","Middle","Major City","100,001-110,000","2914"
"415","2828488","2016","Bachelor","Male",60,"Australia","Methodist","Middle","Major City",">180,000","2100"
"416","2833765","2016","Postgraduate","Female",46,"Australia","No Religion","Middle","Major City",">180,000","2064"
"417","2840986","2016","Postgraduate","Female",67,"Australia","No Religion","Middle","Major City","120,001-130,000","2131"
"418","2849206","2016","Non-Trade","Female",62,"Australia","Roman Catholic","Middle","Large Town","30,001-35,000","2197"
"419","2861839","2016","Bachelor","Female",52,"Australia","No Religion","Middle","Large Town","160,001-180,000","2280"
"420","2865072","2016","No Qualification","Male",67,"Australia","Anglican","Working","Large Town","50,001-60,000","2280"
"421","2866919","2016","No Qualification","Male",64,"NESB","No Religion","Working","Major City","100,001-110,000","2192"
"422","2869570","2016","Associate Diploma","Male",58,"Australia","Anglican","None","Major City","160,001-180,000","2251"
"423","2877666","2016","Postgraduate","Male",65,"Australia","Anglican","Working","Major City","80,001-90,000","2148"
"424","2888319","2016","Bachelor","Male",66,"Australia","Roman Catholic","Middle","Major City","110,001-120,000","2026"
"425","2893674","2016","No Qualification","Male",84,"Australia","No Religion","Working","Small Country Town","35,001-40,000","2576"
"426","2897736","2016","Trade","Male",65,"Australia","Roman Catholic","Middle","Large Country Town","15,001-20,000","2880"
"427","2899872","2016","Undergraduate","Male",21,"Australia","Anglican","Middle","Small Country Town","70,001-80,000","2483"
"428","2899974","2016","Bachelor","Female",67,"Australia","No Religion","Working","Large Town","15,001-20,000","2516"
"429","2901049","2016","Postgraduate","Male",51,"Australia","Methodist","Middle","Major City","120,001-130,000","2024"
"430","2907736","2016","Postgraduate","Male",32,"Australia","No Religion","Middle","Major City","110,001-120,000","2062"
"431","2913432","2016","No Qualification","Male",46,"Australia","No Religion","Working","Large Town","100,001-110,000","2570"
"432","2916057","2016","Bachelor","Female",21,"NESB","No Religion","Working","Major City","110,001-120,000","2218"
"433","2916560","2016","Postgraduate","Male",44,"Australia","Roman Catholic","Middle","Major City",">180,000","2118"
"434","2929038","2016","Bachelor","Female",59,"Australia","Roman Catholic","Middle","Major City","90,001-100,000","2008"
"435","2929474","2016","Bachelor","Female",73,"Australia","Roman Catholic","None","Major City","20,001-25,000","2170"
"436","2931354","2016","Bachelor","Female",66,"Australia","Anglican","Middle","Major City","25,001-30,000","2126"
"437","2932606","2016","No Qualification","Female",38,"Australia","No Religion","Middle","Small Country Town","90,001-100,000","2630"
"438","2935352","2016","Non-Trade","Male",59,"Australia","Anglican","Working","Rural","35,001-40,000","2460"
"439","2956651","2016","Bachelor","Female",45,"Australia","Buddhist","Working","Major City","100,001-110,000","2767"
"440","2961680","2016","Postgraduate","Female",45,"Australia","Roman Catholic","Working","Major City","70,001-80,000","2558"
"441","2970784","2016","Postgraduate","Male",49,"Australia","Roman Catholic","Upper","Major City",">180,000","2101"
"442","2982605","2016","No Qualification","Female",67,"Australia","Anglican","Working","Large Town","160,001-180,000","2250"
"443","2985739","2016","Bachelor","Male",56,"Australia","No Religion","Middle","Large Town","120,001-130,000","2257"
"444","2986196","2016","No Qualification","Female",68,"Australia","Anglican","None","Major City","30,001-35,000","2759"
"445","2995901","2016","No Qualification","Female",22,"Australia","No Religion","Working","Large Town","50,001-60,000","2087"
"446","2996607","2016","Bachelor","Female",61,"Australia","No Religion","Working","Small Country Town","90,001-100,000","2428"
"447","3000520","2016","No Qualification","Female",63,"Australia","Anglican","Working","Major City","50,001-60,000","2111"
"448","3005734","2016","Trade","Male",65,"ESB","Roman Catholic","Working","Major City","90,001-100,000","2745"
"449","3013248","2016","Bachelor","Female",25,"Australia","Orthodox","Middle","Major City","130,001-140,000","2768"
"450","3019455","2016","Undergraduate","Male",63,"Australia","Methodist","Middle","Major City","70,001-80,000","2072"
"451","3019653","2016","Postgraduate","Female",59,"Australia","Roman Catholic","Middle","Large Town",">180,000","2460"
"452","3028798","2016","No Qualification","Female",70,"Australia","Roman Catholic","Middle","Small Country Town","20,001-25,000","2722"
"453","3036039","2016","Postgraduate","Female",62,"Australia","No Religion","Middle","Major City",">180,000","2303"
"454","3036345","2016","Non-Trade","Female",49,"Australia","Methodist","Middle","Major City","160,001-180,000","2170"
"455","3036482","2016","Bachelor","Male",61,"ESB","No Religion","Middle","Major City","90,001-100,000","2220"
"456","3044852","2016","Undergraduate","Male",30,"NESB","Hindu","Working","Major City","60,001-70,000","2220"
"457","3046036","2016","Postgraduate","Female",33,"Australia","No Religion","Working","Major City",">180,000","2530"
"458","3049937","2016","Postgraduate","Male",60,"Australia","Roman Catholic","Middle","Major City","45,001-50,000","2220"
"459","3056783","2016","Postgraduate","Female",64,"Australia","Presbyterian","Middle","Large Country Town","160,001-180,000","2460"
"460","3059352","2016","Trade","Male",50,"Australia","No Religion","Working","Rural","50,001-60,000","2480"
"461","3068131","2016","Postgraduate","Male",65,"Australia","No Religion","Middle","Rural","45,001-50,000","2484"
"462","3068777","2016","Non-Trade","Female",67,"Australia","No Religion","Middle","Large Country Town","70,001-80,000","2533"
"463","3077378","2016","Bachelor","Male",59,"Australia","Methodist","Working","Major City","40,001-45,000","2256"
"464","3080898","2016","Undergraduate","Male",59,"Australia","Baptist","Working","Rural","25,001-30,000","2445"
"465","3081039","2016","Associate Diploma","Male",64,"Australia","Presbyterian","Working","Major City","110,001-120,000","2299"
"466","3086511","2016","No Qualification","Male",71,"Australia","Roman Catholic","Middle","Large Town","40,001-45,000","2641"
"467","3087233","2016","Bachelor","Male",38,"Australia","Roman Catholic","Middle","Large Country Town","140,001-150,000","2705"
"468","3089742","2016","No Qualification","Male",70,"Australia","Anglican","Working","Major City","70,001-80,000","2750"
"469","3093020","2016","Bachelor","Female",36,"NESB","Baptist","Working","Major City","70,001-80,000","2141"
"470","3105557","2016","Bachelor","Female",39,"Australia","Roman Catholic","Working","Major City","35,001-40,000","2148"
"471","3107312","2016","Undergraduate","Male",31,"Australia","No Religion","Middle","Major City","120,001-130,000","2035"
"472","3114314","2016","Trade","Male",69,"ESB","Anglican","Middle","Small Country Town","80,001-90,000","2548"
"473","3116016","2016","Trade","Male",82,"Australia","Anglican","Middle","Major City","60,001-70,000","2228"
"474","3119601","2016","Associate Diploma","Female",56,"Australia","No Religion","Working","Major City","100,001-110,000","2566"
"475","3119763","2016","Non-Trade","Female",72,"Australia","Roman Catholic","Working","Large Country Town","30,001-35,000","2575"
"476","3124377","2016","Bachelor","Female",51,"Australia","Orthodox","Working","Major City","60,001-70,000","2223"
"477","3125637","2016","No Qualification","Female",40,"Australia","Roman Catholic","None","Small Country Town","30,001-35,000","2537"
"478","3146370","2016","Postgraduate","Female",42,"Australia","Presbyterian","Middle","Major City","160,001-180,000","2305"
"479","3149340","2016","Bachelor","Female",61,"ESB","Christian","Middle","Large Country Town","30,001-35,000","2640"
"480","3150998","2016","Trade","Female",53,"NESB","Buddhist","Middle","Major City","150,001-160,000","2101"
"481","3153659","2016","Postgraduate","Female",63,"Australia","Anglican","Middle","Major City","120,001-130,000","2121"
"482","3163029","2016","No Qualification","Male",70,"ESB","No Religion","Working","Rural","50,001-60,000","2570"
"483","3177296","2016","Non-Trade","Male",60,"Australia","Christian","None","Large Town","40,001-45,000","2444"
"484","3189810","2016","Trade","Female",62,"Australia","Anglican","Working","Small Country Town","60,001-70,000","2343"
"485","3193161","2016","Bachelor","Male",45,"NESB","No Religion","Middle","Major City","110,001-120,000","2039"
"486","3195510","2016","Non-Trade","Female",69,"ESB","No Religion","Middle","Major City","30,001-35,000","2029"
"487","3202122","2016","Trade","Male",57,"Australia","No Religion","Working","Major City","90,001-100,000","2560"
"488","3203911","2016","No Qualification","Female",79,"NESB","Roman Catholic","Middle","Large Town","25,001-30,000","2112"
"489","3227101","2016","Postgraduate","Male",55,"Australia","No Religion","Working","Major City","50,001-60,000","2044"
"490","3247062","2016","Associate Diploma","Female",62,"ESB","Anglican","Working","Major City","100,001-110,000","2163"
"491","3261427","2016","No Qualification","Male",68,"Australia","Anglican","Middle","Major City","50,001-60,000","2076"
"492","3268867","2016","Trade","Male",70,"Australia","Anglican","Middle","Rural","15,001-20,000","2440"
"493","3271710","2016","No Qualification","Male",68,"Australia","No Religion","Middle","Major City","60,001-70,000","2519"
"494","3273010","2016","Bachelor","Male",33,"Australia","Baptist","Middle","Major City","110,001-120,000","2306"
"495","3287411","2016","Non-Trade","Female",56,"Australia","No Religion","None","Small Country Town","20,001-25,000","2582"
"496","3290244","2016","Postgraduate","Male",60,"NESB","Jewish","Middle","Major City","15,001-20,000","1355"
"497","3294273","2016","Postgraduate","Male",58,"NESB","No Religion","Upper","Major City",">180,000","2088"
"498","3299593","2016","No Qualification","Female",48,"Australia","No Religion","Middle","Major City",">180,000","2049"
"499","3316592","2016","No Qualification","Female",87,"Australia","Presbyterian","Working","Large Town","20,001-25,000","2650"
"500","3320837","2016","Postgraduate","Female",69,"Australia","No Religion","Middle","Major City","110,001-120,000","2065"
"501","3324144","2016","Associate Diploma","Male",74,"Australia","Presbyterian","Middle","Major City","110,001-120,000","2086"
"502","3335231","2016","Postgraduate","Female",72,"ESB","Anglican","Working","Large Country Town","45,001-50,000","2350"
"503","3340263","2016","Bachelor","Male",61,"Australia","No Religion","Middle","Large Country Town","90,001-100,000","2800"
"504","3340477","2016","Postgraduate","Female",32,"Australia","No Religion","Working","Major City","60,001-70,000","2285"
"505","3342332","2016","No Qualification","Female",60,"ESB","No Religion","Working","Small Country Town","90,001-100,000","2478"
"506","3348167","2016","Postgraduate","Male",23,"Australia","No Religion","Middle","Major City","15,001-20,000","2007"
"507","3352376","2016","Bachelor","Female",23,"Australia","No Religion","Middle","Major City","80,001-90,000","2011"
"508","3368590","2016","Postgraduate","Female",27,"Australia","No Religion","Middle","Major City","120,001-130,000","2067"
"509","3376119","2016","Bachelor","Male",37,"Australia","No Religion","Middle","Major City","160,001-180,000","2099"
"510","3416580","2016","Non-Trade","Female",71,"ESB","Pentecostalism","Working","Small Country Town","20,001-25,000","2470"
"511","3421668","2016","Trade","Male",44,"Australia","No Religion","Working","Large Country Town","70,001-80,000","2527"
"512","3423543","2016","No Qualification","Female",76,"Australia","Roman Catholic","Middle","Small Country Town","<10,000","2582"
"513","3429979","2016","Bachelor","Female",68,"Australia","Anglican","Middle","Large Country Town","60,001-70,000","2753"
"514","3445586","2016","Postgraduate","Male",46,"NESB","Buddhist","Middle","Major City","80,001-90,000","2154"
"515","3448427","2016","Associate Diploma","Female",47,"Australia","Presbyterian","None","Major City","50,001-60,000","2146"
"516","3491283","2016","No Qualification","Female",53,"Australia","Anglican","Working","Large Town","60,001-70,000","2541"
"517","3503189","2016","Trade","Male",68,"Australia","Anglican","Middle","Rural","50,001-60,000","2800"
"518","3506670","2016","Undergraduate","Male",43,"Australia","Non-Christian Other","Middle","Small Country Town","40,001-45,000","2754"
"519","3513407","2016","No Qualification","Male",73,"Australia","Anglican","Middle","Major City","90,001-100,000","2075"
"520","3528220","2016","Postgraduate","Female",52,"Australia","Roman Catholic","None","Rural","15,001-20,000","2800"
"521","3533271","2016","Postgraduate","Male",55,"Australia","Roman Catholic","Middle","Small Country Town",">180,000","2354"
"522","3533452","2016","Bachelor","Male",71,"Australia","Anglican","Middle","Major City",">180,000","2090"
"523","3546918","2016","Bachelor","Male",68,"Australia","Presbyterian","Middle","Rural","140,001-150,000","2478"
"524","3553117","2016","Bachelor","Female",61,"Australia","Methodist","Middle","Major City","70,001-80,000","2096"
"525","3559660","2016","Associate Diploma","Male",56,"Australia","Catholic","Middle","Major City",">180,000","2229"
"526","3571803","2016","No Qualification","Male",62,"Australia","Presbyterian","Middle","Rural","50,001-60,000","2537"
"527","3573751","2016","Bachelor","Female",33,"Australia","No Religion","Middle","Rural",">180,000","2666"
"528","3577072","2016","Undergraduate","Female",64,"ESB","Anglican","Middle","Small Country Town","80,001-90,000","2820"
"529","3586649","2016","No Qualification","Male",47,"Australia","No Religion","Working","Rural","45,001-50,000","2821"
"530","3601889","2016","Non-Trade","Male",69,"NESB","Roman Catholic","Working","Major City","20,001-25,000","2141"
"531","3604397","2016","Bachelor","Female",63,"Australia","Roman Catholic","Middle","Major City","80,001-90,000","2250"
"532","3607890","2016","Postgraduate","Female",44,"Australia","No Religion","Middle","Major City","80,001-90,000","2048"
"533","3619807","2016","No Qualification","Female",57,"ESB","No Religion","Working","Small Country Town","80,001-90,000","2453"
"534","3633118","2016","Bachelor","Male",68,"Australia","No Religion","Middle","Rural","70,001-80,000","2783"
