"","Respondent_ID_2016","year","vote_house","importance_taxation","importance_immigration","importance_education","importance_environment","importance_debt","importance_health","importance_refugees","importance_climate","importance_superannuation","importance_economy","party_taxation","party_immigration","party_education","party_environment","party_debt","party_health","party_refugees","party_climate","party_superannuation","party_economy","issue_importance","issue_importance2","secondpref","qualifications","sex","age","birth_country","religion","social_class","living_status","annual_income","PCODE"
"253","2062273","2016","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Labor","Labor","Labor","No Difference","No Difference","Labor","No Difference","No Difference","Labor","No Difference","Health","Refugees",NA,"Associate Diploma","Male",80,"Australia","No Religion","Middle","Rural","100,001-110,000","5118"
"254","2067263","2016","Liberal","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Economy","Taxation",NA,"Postgraduate","Male",87,"NESB","Non-Christian Other","Middle","Major City","160,001-180,000","5065"
"255","2067263","2019","Liberal","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Economy","Taxation",NA,"Postgraduate","Male",90,"NESB","Non-Christian Other","Middle","Major City","160,001-180,000","5065"
"256","2067368","2016","Liberal","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","No Difference","No Difference","Liberal","Economy","Taxation","Coalition","Postgraduate","Male",58,"ESB","No Religion","Middle","Large Country Town","100,001-110,000","5540"
"257","2068598","2019","Labor","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Labor","Liberal","Labor","Labor","Liberal","Labor","Liberal","Labor","Liberal","Liberal","Economy","Debt",NA,"No Qualification","Male",52,"ESB","No Religion","Working","Major City","110,001-120,000","5108"
"258","2078757","2016","Labor","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Education",NA,"Postgraduate","Female",36,"Australia","Methodist","Middle","Major City",">180,000","5067"
"259","2078757","2019","Labor","Not Very Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Climate","Environment",NA,"Postgraduate","Female",39,"Australia","Methodist","Middle","Major City",">180,000","5067"
"260","2081271","2016","Labor","Not Very Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Labor","No Difference","Labor","Labor","No Difference","Labor","No Difference","Labor","No Difference","No Difference","Economy","Taxation","Labor","Associate Diploma","Male",67,"Australia","Anglican","Working","Major City","50,001-60,000","5169"
"261","2082569","2016","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Labor","No Difference","Labor","Taxation","Health","Labor","Trade","Female",53,"NESB","Roman Catholic","Middle","Major City","60,001-70,000","5052"
"262","2082569","2019","Labor","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Climate","Health",NA,"Trade","Female",56,"NESB","No Religion","Middle","Major City","70,001-80,000","5052"
"263","2086326","2016","Greens","Not Very Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Labor","No Difference","Labor","Labor","No Difference","Labor","No Difference","Labor","Labor","No Difference","Refugees","Environment","Labor","Postgraduate","Female",39,"Australia","No Religion","Middle","Major City","140,001-150,000","5062"
"264","2086326","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Labor","Labor","Environment","Climate",NA,"Postgraduate","Female",42,"Australia","No Religion","Middle","Major City","160,001-180,000","5062"
"265","2093533","2016","Labor","Quite Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Liberal","Labor","Labor","Labor","Labor","Labor","Economy","Superannuation",NA,"Trade","Male",44,"ESB","Presbyterian","Working","Large Country Town",">180,000","5169"
"266","2093533","2019","Labor","Quite Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Labor","Labor","Labor","Liberal","Labor","Labor","Labor","Liberal","Liberal","Health","Education",NA,"Trade","Male",47,"ESB","Presbyterian","Middle","Major City",">180,000","5169"
"267","2100221","2016","Liberal","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Health","Economy",NA,"Trade","Male",79,"Australia","No Religion","Working","Small Country Town","15,001-20,000","7253"
"268","2100616","2016","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Labor","Labor","Liberal","Labor","Liberal","Labor","Labor","Liberal","Health","Education",NA,"Trade","Female",53,"Australia","Methodist","Working","Large Country Town","130,001-140,000","7170"
"269","2100616","2019","Labor","Extremely Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","Health","Superannuation",NA,"Trade","Female",56,"Australia","Methodist","Working","Small Country Town","110,001-120,000","7170"
"270","2102964","2016","Liberal","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Debt","Economy",NA,"Trade","Male",55,"Australia","Anglican","Working","Small Country Town","160,001-180,000","7253"
"271","2102964","2019","Liberal","Extremely Important","Not Very Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Quite Important","Quite Important","Liberal","Labor","Liberal","Labor","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Economy","Taxation",NA,"Trade","Male",58,"Australia","Anglican","Working","Small Country Town","160,001-180,000","7253"
"272","2108115","2016","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","No Difference","No Difference","No Difference","No Difference","No Difference","Labor","No Difference","No Difference","No Difference","No Difference","Health","Education",NA,"Bachelor","Female",48,"Australia","Roman Catholic","Middle","Major City","130,001-140,000","7011"
"273","2109409","2016","Labor","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Labor","Liberal","No Difference","Labor","No Difference","No Difference","Labor","Labor","No Difference","No Difference","Immigration","Superannuation",NA,"Associate Diploma","Male",54,"Australia","Roman Catholic","Working","Small Country Town","140,001-150,000","7140"
"274","2109409","2019","Labor","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Liberal","Liberal","Labor","Labor","Labor","Labor","Liberal","Labor","Liberal","No Difference","Superannuation","Health",NA,"Associate Diploma","Male",57,"Australia","Roman Catholic","Middle","Small Country Town","140,001-150,000","7140"
"275","2109553","2016","Greens","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Climate","Refugees","Labor","Postgraduate","Male",64,"Australia","No Religion","Middle","Rural","110,001-120,000","7253"
"276","2109553","2019","Greens","Quite Important","Not Very Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","No Difference","Labor","No Difference","No Difference","Climate","Refugees","Labor","Postgraduate","Male",67,"Australia","No Religion","None","Rural","50,001-60,000","7253"
"277","2111006","2016","Labor","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Economy","Taxation",NA,"Bachelor","Male",62,"Australia","Roman Catholic","Working","Rural","100,001-110,000","7109"
"278","2111006","2019","Labor","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Liberal","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Economy","Environment",NA,"Bachelor","Male",65,"Australia","No Religion","Middle","Rural","110,001-120,000","7109"
"279","2111705","2016","Liberal","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Debt","Economy",NA,"Associate Diploma","Female",67,"Australia","Anglican","Middle","Major City","60,001-70,000","7015"
"280","2111705","2019","Liberal","Not Very Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Not Very Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","No Difference","No Difference","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","Economy","Superannuation",NA,"Associate Diploma","Female",70,"Australia","Anglican","Middle","Major City","60,001-70,000","7015"
"281","2115262","2016","Greens","Quite Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Labor","No Difference","No Difference","Labor","No Difference","Labor","No Difference","Labor","No Difference","No Difference","Environment","Economy","Labor","Associate Diploma","Female",70,"Australia","No Religion","Middle","Major City","30,001-35,000","7249"
"282","2115262","2019","Greens","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","No Difference","No Difference","Labor","No Difference","No Difference","Labor","No Difference","No Difference","No Difference","No Difference","Health","Climate",NA,"Associate Diploma","Female",73,"Australia","No Religion","Middle","Large Town","20,001-25,000","7249"
"283","2118348","2019","Greens","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Labor","Labor","Labor","Labor","Liberal","Labor","Labor","Labor","Labor","No Difference","Environment","Climate","Labor","No Qualification","Male",23,"Australia","Christian","Middle","Major City","30,001-35,000","7008"
"284","2123063","2016","Liberal","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Labor","Liberal","Liberal","Labor","Liberal","Liberal","Liberal","Liberal","Economy","Health",NA,"Trade","Male",68,"NESB","Methodist","Middle","Large Town","160,001-180,000","7277"
"285","2123063","2019","Liberal","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Health",NA,"Associate Diploma","Male",71,"NESB","Methodist","Middle","Large Town","60,001-70,000","7277"
"286","2132137","2019","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Education","Climate",NA,"No Qualification","Female",21,"Australia","Roman Catholic","Working","Large Country Town","45,001-50,000","7325"
"287","2133725","2016","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Economy",NA,"No Qualification","Female",57,"Australia","Roman Catholic","Working","Rural","50,001-60,000","7190"
"288","2133725","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","No Difference","Labor","Economy","Health",NA,"No Qualification","Female",60,"Australia","Roman Catholic","Working","Rural","35,001-40,000","7190"
"289","2138555","2016","Labor","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Labor","No Difference","Labor","Labor","No Difference","Labor","No Difference","Labor","Labor","No Difference","Superannuation","Economy",NA,"Non-Trade","Male",80,"Australia","Anglican","Working","Large Town","20,001-25,000","3033"
"290","2143481","2019","Liberal","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Economy","Health",NA,"Bachelor","Male",71,"ESB","No Religion","Middle","Small Country Town","30,001-35,000","3016"
"291","2146564","2016","Liberal","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Education","Environment",NA,"Postgraduate","Male",67,"Australia","No Religion","Middle","Major City","100,001-110,000","3150"
"292","2146822","2019","Liberal","Quite Important","Not Very Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Taxation","Education",NA,"Trade","Female",72,"Australia","Methodist","Middle","Major City","60,001-70,000","3079"
"293","2152958","2016","Liberal","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Economy","Health",NA,"Bachelor","Female",63,"Australia","Roman Catholic","Middle","Small Country Town","100,001-110,000","3758"
"294","2152958","2019","Liberal","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Economy","Superannuation",NA,"Bachelor","Female",66,"Australia","Roman Catholic","Middle","Small Country Town","120,001-130,000","3758"
"295","2159384","2019","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Labor","Liberal","Taxation","Environment",NA,"Postgraduate","Male",72,"Australia","No Religion","Middle","Major City","50,001-60,000","3139"
"296","2160080","2016","Labor","Quite Important","Not Very Important","Quite Important","Quite Important","Not Very Important","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Superannuation",NA,"Postgraduate","Female",59,"Australia","Methodist","Middle","Major City","160,001-180,000","3094"
"297","2160080","2019","Labor","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Education",NA,"Postgraduate","Female",62,"Australia","Methodist","Middle","Major City","130,001-140,000","3094"
"298","2171536","2019","Labor","Quite Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Climate",NA,"Bachelor","Male",73,"Australia","No Religion","Middle","Rural","50,001-60,000","3213"
"299","2178012","2019","Liberal","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","No Difference","Liberal","No Difference","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","Superannuation","Health",NA,"Non-Trade","Female",67,"NESB","Baptist","Middle","Major City","110,001-120,000","3337"
"300","2180645","2019","Labor","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Labor","Labor","Labor","Liberal","Labor","Labor","Labor","Liberal","Labor","Superannuation","Climate",NA,"Bachelor","Male",67,"Australia","Anglican","Middle","Large Town","60,001-70,000","3218"
"301","2187276","2016","Liberal","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Superannuation","Refugees",NA,"No Qualification","Female",71,"Australia","Roman Catholic","Middle","Major City","40,001-45,000","3150"
"302","2187276","2019","Liberal","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Immigration",NA,"No Qualification","Female",74,"Australia","Roman Catholic","Middle","Major City","45,001-50,000","3150"
"303","2194743","2016","Liberal","Not Very Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Liberal","Liberal","Labor","Liberal","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Economy","Environment",NA,"Postgraduate","Male",69,"ESB","No Religion","Middle","Major City","110,001-120,000","3150"
"304","2194743","2019","Labor","Extremely Important","Not Very Important","Quite Important","Extremely Important","Not Very Important","Not Very Important","Not Very Important","Extremely Important","Not Very Important","Not Very Important","Liberal","Liberal","Labor","Labor","No Difference","Labor","Liberal","Labor","No Difference","Liberal","Climate","Taxation",NA,"Postgraduate","Male",72,"ESB","No Religion","Middle","Major City","80,001-90,000","3150"
"305","2195507","2019","Labor","Not Very Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","No Difference","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Economy",NA,"Trade","Male",62,"Australia","No Religion","Middle","Major City","50,001-60,000","3195"
"306","2204920","2016","Liberal","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Labor","Labor","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Superannuation","Refugees",NA,"Associate Diploma","Male",61,"Australia","Methodist","Middle","Major City",">180,000","3103"
"307","2206845","2019","Liberal","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Health","Superannuation",NA,"Postgraduate","Female",84,"NESB","Jewish","Middle","Major City","90,001-100,000","3161"
"308","2215507","2016","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Not Very Important","Labor","Labor","Labor","Labor","Liberal","Liberal","Labor","Labor","Labor","Labor","Education","Taxation",NA,"No Qualification","Male",36,"Australia","Roman Catholic","Working","Large Town","80,001-90,000","3338"
"309","2215507","2019","Labor","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Liberal","No Difference","No Difference","No Difference","Liberal","Labor","No Difference","No Difference","Labor","No Difference","Education","Health",NA,"No Qualification","Male",39,"Australia","No Religion","Working","Large Town","110,001-120,000","3338"
"310","2216541","2016","Liberal","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Labor","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Economy","Education",NA,"Bachelor","Female",61,"Australia","Roman Catholic","Middle","Major City","160,001-180,000","3134"
"311","2216541","2019","Liberal","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","No Difference","Labor","Labor","Liberal","No Difference","No Difference","Labor","Liberal","Liberal","Superannuation","Climate",NA,"Bachelor","Female",64,"Australia","No Religion","Middle","Major City","150,001-160,000","3134"
"312","2231287","2019","Greens","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Refugees","Labor","Postgraduate","Female",57,"ESB","No Religion","Middle","Major City",">180,000","3104"
"313","2234659","2019","Liberal","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Superannuation","Health",NA,"Associate Diploma","Female",62,"Australia","No Religion","Middle","Major City","35,001-40,000","3136"
"314","2235374","2016","Liberal","Quite Important","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","No Difference","No Difference","Liberal","Economy","Climate",NA,"No Qualification","Male",62,"ESB","Anglican","Middle","Major City","150,001-160,000","3178"
"315","2235500","2016","Liberal","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","No Difference","No Difference","No Difference","No Difference","No Difference","Labor","Liberal","No Difference","Liberal","Liberal","Health","Immigration",NA,"Trade","Female",71,"ESB","Jewish","Working","Major City","25,001-30,000","3166"
"316","2235615","2016","Labor","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Health","Education","Labor","Associate Diploma","Female",60,"Australia","Anglican","Working","Rural","15,001-20,000","3377"
"317","2238712","2016","Labor","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Climate","Economy",NA,"Bachelor","Male",78,"Australia","No Religion","Middle","Major City","50,001-60,000","3056"
"318","2238712","2019","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Refugees",NA,"Bachelor","Male",81,"Australia","No Religion","Middle","Small Country Town","60,001-70,000","3056"
"319","2240253","2019","Labor","Not Very Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Climate",NA,"Postgraduate","Female",72,"Australia","Methodist","Middle","Small Country Town","50,001-60,000","3450"
"320","2246039","2019","Liberal","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","Superannuation","Health",NA,"Postgraduate","Male",62,"NESB","Hindu","Middle","Major City","140,001-150,000","3106"
"321","2252579","2016","Liberal","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Economy","Refugees",NA,"No Qualification","Male",66,"Australia","Anglican","Middle","Rural","110,001-120,000","3224"
"322","2252579","2019","Liberal","Quite Important","Extremely Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Superannuation","Economy",NA,"Non-Trade","Male",69,"Australia","Anglican","Middle","Major City","45,001-50,000","3224"
"323","2254537","2016","Liberal","Extremely Important","Not Very Important","Quite Important","Quite Important","Not Very Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Liberal","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","Liberal","No Difference","Taxation","Health",NA,"Bachelor","Male",31,"Australia","No Religion","Middle","Small Country Town","90,001-100,000","3136"
"324","2260466","2016","Liberal","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Immigration","Debt",NA,"Trade","Male",60,"ESB","No Religion","Working","Large Town","80,001-90,000","3810"
"325","2260466","2019","Liberal","Extremely Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","No Difference","No Difference","No Difference","Liberal","No Difference","No Difference","No Difference","Liberal","Liberal","Economy","Superannuation",NA,"Trade","Male",63,"ESB","No Religion","Middle","Major City","90,001-100,000","3810"
"326","2277707","2019","Liberal","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Health","Immigration",NA,"Trade","Female",77,"Australia","Roman Catholic","Middle","Rural","25,001-30,000","3749"
"327","2279154","2016","Greens","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","No Difference","Labor","No Difference","Labor","Labor","Liberal","Superannuation","Refugees","Labor","Postgraduate","Male",70,"ESB","No Religion","Middle","Major City","60,001-70,000","3058"
"328","2289369","2016","Liberal","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Liberal","No Difference","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Health","Debt",NA,"Non-Trade","Female",67,"Australia","Anglican","Working","Large Town","45,001-50,000","3690"
