"","Respondent_ID_2016","year","qualifications","sex","age","birth_country","religion","social_class","living_status","annual_income","PCODE"
"415","1828263","2019","No Qualification","Male",78,"ESB","No Religion","Middle","Major City","20,001-25,000","4215"
"416","1828263","2016","No Qualification","Male",75,"ESB","No Religion","Middle","Major City","20,001-25,000","4215"
"417","1832974","2019","No Qualification","Female",70,"Australia","Christian","Middle","Major City","50,001-60,000","4558"
"418","1832974","2016","No Qualification","Female",67,"Australia","Baptist","Middle","Large Town","50,001-60,000","4558"
"419","1835571","2016","No Qualification","Male",57,"Australia","Seventh Day Adventist","Working","Major City","60,001-70,000","4500"
"420","1835571","2019","Non-Trade","Male",60,"Australia","Seventh Day Adventist","Working","Major City","70,001-80,000","4500"
"421","1838076","2016","Non-Trade","Female",65,"NESB","Anglican","Middle","Major City","70,001-80,000","4500"
"422","1838076","2019","Non-Trade","Female",68,"NESB","Anglican","Middle","Major City","80,001-90,000","4500"
"423","1838452","2019","Trade","Male",79,"Australia","Anglican","Middle","Small Country Town","80,001-90,000","4352"
"424","1838452","2016","No Qualification","Male",76,"Australia","Anglican","Middle","Rural","60,001-70,000","4352"
"425","1842316","2019","Bachelor","Male",60,"Australia","Roman Catholic","Middle","Major City","50,001-60,000","4170"
"426","1842316","2016","Associate Diploma","Male",57,"Australia","Roman Catholic","Middle","Major City","50,001-60,000","4170"
"427","1848614","2016","No Qualification","Male",54,"Australia","Anglican","Middle","Large Town","150,001-160,000","4502"
"428","1848614","2019","No Qualification","Male",57,"Australia","Anglican","Working","Large Town",">180,000","4502"
"429","1852621","2016","Non-Trade","Male",68,"Australia","No Religion","Working","Rural","20,001-25,000","4615"
"430","1852621","2019","Non-Trade","Male",71,"Australia","No Religion","Working","Rural","25,001-30,000","4615"
"431","1863881","2019","Postgraduate","Female",32,"Australia","No Religion","Middle","Major City","150,001-160,000","4124"
"432","1863881","2016","Postgraduate","Female",29,"Australia","No Religion","Middle","Major City","150,001-160,000","4124"
"434","1865914","2016","Bachelor","Female",24,"Australia","No Religion","Middle","Major City","110,001-120,000","4154"
"435","1869543","2016","No Qualification","Female",70,"Australia","Baptist","Working","Large Town","30,001-35,000","4556"
"436","1869543","2019","No Qualification","Female",73,"Australia","Pentecostalism","None","Large Town","25,001-30,000","4556"
"437","1875910","2016","Undergraduate","Female",30,"Australia","No Religion","Working","Large Town","110,001-120,000","4818"
"438","1875910","2019","Non-Trade","Female",33,"Australia","No Religion","Middle","Major City","130,001-140,000","4818"
"439","1883561","2016","Bachelor","Male",36,"Australia","No Religion","Middle","Major City","120,001-130,000","4053"
"440","1883561","2019","Bachelor","Male",39,"Australia","No Religion","Middle","Major City","140,001-150,000","4053"
"441","1884092","2019","Bachelor","Female",22,"Australia","No Religion","Middle","Major City","45,001-50,000","4017"
"442","1884092","2016","No Qualification","Female",19,"Australia","No Religion","Middle","Major City","90,001-100,000","4017"
"443","1892486","2019","Non-Trade","Female",35,"Australia","Non-Christian Other","Working","Rural","60,001-70,000","4723"
"444","1892486","2016","Non-Trade","Female",32,"Australia","Roman Catholic","Working","Rural","70,001-80,000","4723"
"445","1908132","2016","Bachelor","Male",32,"Australia","Methodist","Middle","Major City","80,001-90,000","4352"
"446","1908132","2019","Bachelor","Male",35,"Australia","No Religion","Middle","Large Town","100,001-110,000","4352"
"447","1925038","2016","Trade","Female",69,"ESB","Anglican","Middle","Major City","60,001-70,000","4215"
"448","1925038","2019","No Qualification","Female",72,"ESB","Jewish","Working","Major City","10,001-15,000","4215"
"450","1932396","2016","Bachelor","Female",56,"Australia","Christian Other","Middle","Major City","15,001-20,000","4558"
"451","1936381","2019","Non-Trade","Male",55,"Australia","Presbyterian","Working","Major City","70,001-80,000","4105"
"452","1936381","2016","Non-Trade","Male",52,"Australia","Presbyterian","Working","Major City","60,001-70,000","4105"
"453","1936540","2016","Bachelor","Male",25,"Australia","No Religion","Middle","Major City",">180,000","4030"
"454","1936540","2019","Bachelor","Male",28,"Australia","No Religion","Middle","Major City","80,001-90,000","4030"
"455","1937649","2016","No Qualification","Female",66,"Australia","Anglican","Middle","Major City","35,001-40,000","4078"
"456","1937649","2019","No Qualification","Female",69,"Australia","Anglican","Middle","Major City","45,001-50,000","4078"
"457","1940897","2019","No Qualification","Female",40,"Australia","No Religion","Working","Major City","110,001-120,000","4012"
"458","1940897","2016","No Qualification","Female",37,"Australia","No Religion","Middle","Major City","90,001-100,000","4012"
"459","1947637","2019","Postgraduate","Female",35,"Australia","No Religion","Upper","Rural",">180,000","4169"
"460","1947637","2016","Postgraduate","Female",32,"Australia","No Religion","Middle","Major City","160,001-180,000","4169"
"461","1958758","2016","Postgraduate","Female",63,"ESB","Methodist","Middle","Major City","60,001-70,000","4305"
"462","1958758","2019","Postgraduate","Female",66,"ESB","Methodist","Middle","Major City","20,001-25,000","4305"
"464","1971029","2019","Non-Trade","Female",56,"Australia","No Religion","Middle","Major City","70,001-80,000","5020"
"466","1972940","2019","No Qualification","Female",59,"ESB","No Religion","Working","Large Town","50,001-60,000","5600"
"467","1974575","2019","Associate Diploma","Female",71,"Australia","No Religion","Middle","Major City","40,001-45,000","5051"
"469","1977759","2019","Bachelor","Male",67,"Australia","Anglican","Middle","Major City","80,001-90,000","5016"
"470","1977759","2016","Bachelor","Male",64,"Australia","Anglican","Middle","Major City","70,001-80,000","5016"
"471","1979034","2016","No Qualification","Male",47,"Australia","Roman Catholic","Working","Major City","15,001-20,000","5073"
"472","1979034","2019","No Qualification","Male",50,"Australia","Roman Catholic","Working","Major City","10,001-15,000","5073"
"473","1980007","2016","No Qualification","Male",81,"ESB","Anglican","Working","Major City","35,001-40,000","5034"
"474","1980007","2019","No Qualification","Male",84,"ESB","Anglican","Working","Major City","35,001-40,000","5034"
"475","1981075","2019","Bachelor","Female",61,"Australia","Anglican","Middle","Major City","50,001-60,000","5073"
"476","1981075","2016","Bachelor","Female",58,"Australia","Anglican","Middle","Major City","70,001-80,000","5073"
"477","1981513","2019","Undergraduate","Female",52,"Australia","Lutheran","Middle","Major City","70,001-80,000","5162"
"478","1981513","2016","Undergraduate","Female",49,"Australia","Lutheran","Middle","Major City","80,001-90,000","5162"
"479","1984008","2016","No Qualification","Male",62,"Australia","Anglican","Working","Small Country Town","45,001-50,000","5269"
"480","1984008","2019","No Qualification","Male",65,"Australia","No Religion","None","Rural","20,001-25,000","5269"
"481","1985035","2016","No Qualification","Female",61,"Australia","No Religion","Working","Major City","15,001-20,000","5087"
"483","1988411","2019","Trade","Male",73,"Australia","No Religion","Working","Small Country Town","10,001-15,000","5242"
"484","1988411","2016","Trade","Male",70,"Australia","No Religion","Working","Small Country Town","15,001-20,000","5242"
"485","1991598","2019","Trade","Female",61,"Australia","No Religion","Working","Major City","90,001-100,000","5112"
"486","1991598","2016","Trade","Female",58,"Australia","No Religion","Working","Major City","80,001-90,000","5112"
"487","2004371","2016","Bachelor","Female",67,"Australia","Pentecostalism","Middle","Major City","50,001-60,000","5159"
"488","2004371","2019","Bachelor","Female",70,"Australia","Pentecostalism","Middle","Major City","60,001-70,000","5159"
"489","2004856","2019","No Qualification","Male",70,"Australia","Methodist","Middle","Small Country Town",">180,000","5271"
"490","2004856","2016","No Qualification","Male",67,"Australia","Methodist","None","Small Country Town","140,001-150,000","5271"
"491","2006342","2019","Postgraduate","Male",45,"Australia","No Religion","Middle","Major City","90,001-100,000","5031"
"492","2006342","2016","Associate Diploma","Male",42,"Australia","No Religion","Working","Major City","90,001-100,000","5031"
"493","2018310","2019","Trade","Male",55,"Australia","Roman Catholic","Working","Rural","90,001-100,000","5353"
"494","2018310","2016","Trade","Male",52,"Australia","Roman Catholic","Middle","Rural","150,001-160,000","5353"
"495","2022156","2016","Undergraduate","Male",32,"Australia","No Religion","Middle","Major City","90,001-100,000","5016"
"496","2022156","2019","Bachelor","Male",35,"Australia","No Religion","Working","Major City","100,001-110,000","5016"
"498","2024460","2016","Postgraduate","Male",65,"Australia","No Religion","Working","Major City","80,001-90,000","5043"
"499","2028780","2016","Bachelor","Female",33,"Australia","Christian","Middle","Major City","140,001-150,000","5086"
"500","2028780","2019","Bachelor","Female",36,"Australia","Christian","Middle","Major City",">180,000","5086"
"501","2035663","2016","Trade","Male",67,"Australia","Anglican","Working","Rural","20,001-25,000","5251"
"502","2035663","2019","Trade","Male",70,"Australia","Anglican","Middle","Large Country Town","10,001-15,000","5251"
"503","2036515","2016","No Qualification","Female",23,"Australia","No Religion","Middle","Major City","90,001-100,000","5042"
"505","2038670","2019","No Qualification","Male",59,"Australia","No Religion","Middle","Small Country Town","110,001-120,000","5291"
"506","2038670","2016","No Qualification","Female",48,"Australia","No Religion","Working","Rural","160,001-180,000","5291"
"507","2043793","2016","Bachelor","Female",44,"Australia","No Religion","Middle","Major City","160,001-180,000","5031"
"508","2043793","2019","Bachelor","Female",47,"Australia","No Religion","Working","Major City","90,001-100,000","5031"
"509","2048686","2016","Non-Trade","Female",60,"Australia","Lutheran","Working","Major City","30,001-35,000","5126"
"510","2048686","2019","Associate Diploma","Female",63,"Australia","Non-Christian Other","Working","Major City","40,001-45,000","5126"
"511","2051787","2016","Postgraduate","Male",39,"Australia","Roman Catholic","Middle","Major City","100,001-110,000","5167"
"512","2051787","2019","Undergraduate","Male",42,"Australia","Roman Catholic","Middle","Major City",">180,000","5167"
"513","2053961","2019","Undergraduate","Male",54,"Australia","No Religion","Middle","Rural","20,001-25,000","5214"
"514","2053961","2016","Undergraduate","Male",51,"Australia","No Religion","None","Rural","20,001-25,000","5214"
"515","2061271","2016","Undergraduate","Female",41,"Australia","No Religion","Middle","Major City","150,001-160,000","5008"
"516","2061271","2019","Bachelor","Female",44,"Australia","No Religion","Middle","Major City","160,001-180,000","5008"
"517","2062273","2016","Associate Diploma","Male",80,"Australia","No Religion","Middle","Rural","100,001-110,000","5118"
"518","2062273","2019","Postgraduate","Male",83,"Australia","No Religion","Middle","Rural","50,001-60,000","5118"
"519","2067263","2016","Postgraduate","Male",87,"NESB","Non-Christian Other","Middle","Major City","160,001-180,000","5065"
"520","2067263","2019","Postgraduate","Male",90,"NESB","Non-Christian Other","Middle","Major City","160,001-180,000","5065"
"521","2067368","2016","Postgraduate","Male",58,"ESB","No Religion","Middle","Large Country Town","100,001-110,000","5540"
"523","2068598","2019","No Qualification","Male",52,"ESB","No Religion","Working","Major City","110,001-120,000","5108"
"524","2068598","2016","Postgraduate","Male",49,"ESB","No Religion","Middle","Major City","110,001-120,000","5108"
"525","2069868","2016","No Qualification","Female",42,"Australia","Roman Catholic","Working","Large Country Town","60,001-70,000","5607"
"526","2069868","2019","No Qualification","Female",45,"Australia","Roman Catholic","Working","Rural","50,001-60,000","5607"
"527","2073815","2016","Postgraduate","Female",25,"Australia","No Religion","Middle","Major City","100,001-110,000","5072"
"528","2073815","2019","Postgraduate","Female",28,"Australia","No Religion","Middle","Major City","160,001-180,000","5072"
"529","2075012","2016","Postgraduate","Female",38,"Australia","Roman Catholic","Middle","Major City","70,001-80,000","5024"
"530","2075012","2019","Postgraduate","Female",41,"Australia","Roman Catholic","Middle","Major City",">180,000","5024"
"533","2078757","2016","Postgraduate","Female",36,"Australia","Methodist","Middle","Major City",">180,000","5067"
"534","2078757","2019","Postgraduate","Female",39,"Australia","Methodist","Middle","Major City",">180,000","5067"
"535","2081271","2016","Associate Diploma","Male",67,"Australia","Anglican","Working","Major City","50,001-60,000","5169"
"536","2081271","2019","Associate Diploma","Male",70,"Australia","Methodist","Working","Major City","50,001-60,000","5169"
"537","2082569","2016","Trade","Female",53,"NESB","Roman Catholic","Middle","Major City","60,001-70,000","5052"
"538","2082569","2019","Trade","Female",56,"NESB","No Religion","Middle","Major City","70,001-80,000","5052"
"539","2083724","2019","Non-Trade","Other",23,"Australia","No Religion","None","Major City","50,001-60,000","5161"
"540","2083724","2016","No Qualification","Female",20,"Australia","No Religion","None","Major City","35,001-40,000","5161"
"541","2086326","2016","Postgraduate","Female",39,"Australia","No Religion","Middle","Major City","140,001-150,000","5062"
"542","2086326","2019","Postgraduate","Female",42,"Australia","No Religion","Middle","Major City","160,001-180,000","5062"
"543","2093533","2016","Trade","Male",44,"ESB","Presbyterian","Working","Large Country Town",">180,000","5169"
"544","2093533","2019","Trade","Male",47,"ESB","Presbyterian","Middle","Major City",">180,000","5169"
"545","2093668","2016","No Qualification","Female",50,"NESB","Christian Other","None","Major City","45,001-50,000","5115"
"546","2093668","2019","No Qualification","Female",53,"NESB","Christian","None","Large Town","40,001-45,000","5115"
"547","2100221","2016","Trade","Male",79,"Australia","No Religion","Working","Small Country Town","15,001-20,000","7253"
"548","2100221","2019","Non-Trade","Male",82,"Australia","No Religion","None","Small Country Town","15,001-20,000","7253"
"549","2100616","2019","Trade","Female",56,"Australia","Methodist","Working","Small Country Town","110,001-120,000","7170"
"550","2100616","2016","Trade","Female",53,"Australia","Methodist","Working","Large Country Town","130,001-140,000","7170"
"551","2102964","2016","Trade","Male",55,"Australia","Anglican","Working","Small Country Town","160,001-180,000","7253"
"552","2102964","2019","Trade","Male",58,"Australia","Anglican","Working","Small Country Town","160,001-180,000","7253"
"553","2108115","2016","Bachelor","Female",48,"Australia","Roman Catholic","Middle","Major City","130,001-140,000","7011"
"554","2108115","2019","Bachelor","Female",51,"Australia","Roman Catholic","Middle","Major City","80,001-90,000","7011"
"555","2109409","2016","Associate Diploma","Male",54,"Australia","Roman Catholic","Working","Small Country Town","140,001-150,000","7140"
"556","2109409","2019","Associate Diploma","Male",57,"Australia","Roman Catholic","Middle","Small Country Town","140,001-150,000","7140"
"557","2109553","2019","Postgraduate","Male",67,"Australia","No Religion","None","Rural","50,001-60,000","7253"
"558","2109553","2016","Postgraduate","Male",64,"Australia","No Religion","Middle","Rural","110,001-120,000","7253"
"559","2110857","2016","Associate Diploma","Male",67,"Australia","No Religion","Middle","Large Town","70,001-80,000","7015"
"561","2111006","2016","Bachelor","Male",62,"Australia","Roman Catholic","Working","Rural","100,001-110,000","7109"
"562","2111006","2019","Bachelor","Male",65,"Australia","No Religion","Middle","Rural","110,001-120,000","7109"
"563","2111705","2016","Associate Diploma","Female",67,"Australia","Anglican","Middle","Major City","60,001-70,000","7015"
"564","2111705","2019","Associate Diploma","Female",70,"Australia","Anglican","Middle","Major City","60,001-70,000","7015"
"565","2113887","2019","Trade","Female",28,"Australia","No Religion","Working","Rural","100,001-110,000","7140"
"566","2113887","2016","Trade","Female",25,"Australia","No Religion","Working","Rural","25,001-30,000","7140"
"567","2115262","2016","Associate Diploma","Female",70,"Australia","No Religion","Middle","Major City","30,001-35,000","7249"
"568","2115262","2019","Associate Diploma","Female",73,"Australia","No Religion","Middle","Large Town","20,001-25,000","7249"
"569","2118348","2019","No Qualification","Male",23,"Australia","Christian","Middle","Major City","30,001-35,000","7008"
"570","2118348","2016","No Qualification","Male",20,"Australia","Christian Other","Middle","Major City","15,001-20,000","7008"
"571","2120841","2019","No Qualification","Male",23,"Australia","No Religion","Middle","Major City","130,001-140,000","7008"
"572","2120841","2016","No Qualification","Male",20,"Australia","No Religion","Middle","Major City","<10,000","7008"
"573","2123063","2019","Associate Diploma","Male",71,"NESB","Methodist","Middle","Large Town","60,001-70,000","7277"
"574","2123063","2016","Trade","Male",68,"NESB","Methodist","Middle","Large Town","160,001-180,000","7277"
"575","2132137","2016","No Qualification","Female",18,"Australia","No Religion","Working","Rural","50,001-60,000","7325"
"576","2132137","2019","No Qualification","Female",21,"Australia","Roman Catholic","Working","Large Country Town","45,001-50,000","7325"
"577","2133725","2019","No Qualification","Female",60,"Australia","Roman Catholic","Working","Rural","35,001-40,000","7190"
"578","2133725","2016","No Qualification","Female",57,"Australia","Roman Catholic","Working","Rural","50,001-60,000","7190"
"579","2136632","2016","Non-Trade","Female",40,"Australia","No Religion","Working","Major City","90,001-100,000","7030"
"580","2136632","2019","No Qualification","Female",43,"Australia","No Religion","Working","Major City","100,001-110,000","7030"
"581","2138555","2016","Non-Trade","Male",80,"Australia","Anglican","Working","Large Town","20,001-25,000","3033"
"582","2138555","2019","No Qualification","Male",83,"Australia","Anglican","Working","Major City","10,001-15,000","3033"
"583","2143481","2016","Bachelor","Male",68,"ESB","No Religion","Middle","Major City","90,001-100,000","3016"
"584","2143481","2019","Bachelor","Male",71,"ESB","No Religion","Middle","Small Country Town","30,001-35,000","3016"
"585","2143754","2019","No Qualification","Male",80,"Australia","Anglican","Middle","Large Country Town","10,001-15,000","3850"
"586","2143754","2016","No Qualification","Male",77,"Australia","No Religion","Working","Large Country Town","25,001-30,000","3850"
"587","2146564","2016","Postgraduate","Male",67,"Australia","No Religion","Middle","Major City","100,001-110,000","3150"
"590","2146822","2019","Trade","Female",72,"Australia","Methodist","Middle","Major City","60,001-70,000","3079"
"591","2152958","2016","Bachelor","Female",63,"Australia","Roman Catholic","Middle","Small Country Town","100,001-110,000","3758"
"592","2152958","2019","Bachelor","Female",66,"Australia","Roman Catholic","Middle","Small Country Town","120,001-130,000","3758"
"594","2156811","2016","No Qualification","Female",64,"Australia","Roman Catholic","Middle","Major City","100,001-110,000","3033"
"595","2159384","2016","Postgraduate","Male",69,"Australia","No Religion","Middle","Major City","60,001-70,000","3139"
"596","2159384","2019","Postgraduate","Male",72,"Australia","No Religion","Middle","Major City","50,001-60,000","3139"
"597","2160080","2016","Postgraduate","Female",59,"Australia","Methodist","Middle","Major City","160,001-180,000","3094"
"598","2160080","2019","Postgraduate","Female",62,"Australia","Methodist","Middle","Major City","130,001-140,000","3094"
"599","2162197","2016","Non-Trade","Female",72,"Australia","No Religion","None","Major City","20,001-25,000","3205"
"600","2162197","2019","No Qualification","Female",75,"Australia","No Religion","None","Major City","10,001-15,000","3205"
"602","2166494","2019","Associate Diploma","Female",73,"Australia","No Religion","None","Major City","100,001-110,000","3192"
"603","2171536","2019","Bachelor","Male",73,"Australia","No Religion","Middle","Rural","50,001-60,000","3213"
"604","2171536","2016","Bachelor","Male",70,"Australia","No Religion","Middle","Rural","70,001-80,000","3213"
"605","2178012","2016","Non-Trade","Female",64,"NESB","Baptist","Middle","Major City","100,001-110,000","3337"
"606","2178012","2019","Non-Trade","Female",67,"NESB","Baptist","Middle","Major City","110,001-120,000","3337"
"607","2180645","2016","Bachelor","Male",64,"Australia","Anglican","Middle","Large Town","50,001-60,000","3218"
"608","2180645","2019","Bachelor","Male",67,"Australia","Anglican","Middle","Large Town","60,001-70,000","3218"
"609","2187276","2016","No Qualification","Female",71,"Australia","Roman Catholic","Middle","Major City","40,001-45,000","3150"
"610","2187276","2019","No Qualification","Female",74,"Australia","Roman Catholic","Middle","Major City","45,001-50,000","3150"
"611","2194743","2019","Postgraduate","Male",72,"ESB","No Religion","Middle","Major City","80,001-90,000","3150"
"612","2194743","2016","Postgraduate","Male",69,"ESB","No Religion","Middle","Major City","110,001-120,000","3150"
"613","2195507","2016","Trade","Male",59,"Australia","No Religion","Working","Major City","80,001-90,000","3195"
"614","2195507","2019","Trade","Male",62,"Australia","No Religion","Middle","Major City","50,001-60,000","3195"
"615","2199507","2016","Associate Diploma","Male",58,"Australia","Presbyterian","Middle","Major City","140,001-150,000","3149"
"616","2199507","2019","Associate Diploma","Male",61,"Australia","Presbyterian","Middle","Major City","110,001-120,000","3149"
"617","2203370","2016","Non-Trade","Male",60,"Australia","Anglican","Working","Major City","35,001-40,000","3136"
"618","2203370","2019","Non-Trade","Male",63,"Australia","Anglican","Working","Major City","35,001-40,000","3136"
"620","2204920","2016","Associate Diploma","Male",61,"Australia","Methodist","Middle","Major City",">180,000","3103"
"622","2206845","2019","Postgraduate","Female",84,"NESB","Jewish","Middle","Major City","90,001-100,000","3161"
"625","2215507","2016","No Qualification","Male",36,"Australia","Roman Catholic","Working","Large Town","80,001-90,000","3338"
"626","2215507","2019","No Qualification","Male",39,"Australia","No Religion","Working","Large Town","110,001-120,000","3338"
"627","2216541","2016","Bachelor","Female",61,"Australia","Roman Catholic","Middle","Major City","160,001-180,000","3134"
"628","2216541","2019","Bachelor","Female",64,"Australia","No Religion","Middle","Major City","150,001-160,000","3134"
"631","2221502","2016","No Qualification","Female",56,"Australia","Roman Catholic","Middle","Major City","100,001-110,000","3145"
"632","2221502","2019","No Qualification","Female",59,"Australia","No Religion","Middle","Major City","80,001-90,000","3145"
"633","2231287","2016","Postgraduate","Female",54,"ESB","Methodist","Middle","Major City","140,001-150,000","3104"
"634","2231287","2019","Postgraduate","Female",57,"ESB","No Religion","Middle","Major City",">180,000","3104"
"635","2234659","2016","Undergraduate","Female",59,"Australia","No Religion","Middle","Major City","80,001-90,000","3136"
"636","2234659","2019","Associate Diploma","Female",62,"Australia","No Religion","Middle","Major City","35,001-40,000","3136"
"637","2235374","2019","No Qualification","Male",65,"ESB","Anglican","Middle","Major City","130,001-140,000","3178"
"638","2235374","2016","No Qualification","Male",62,"ESB","Anglican","Middle","Major City","150,001-160,000","3178"
"639","2235500","2016","Trade","Female",71,"ESB","Jewish","Working","Major City","25,001-30,000","3166"
"640","2235500","2019","Trade","Female",74,"ESB","Jewish","Working","Major City","<10,000","3166"
"641","2235615","2016","Associate Diploma","Female",60,"Australia","Anglican","Working","Rural","15,001-20,000","3377"
"642","2235615","2019","Non-Trade","Female",63,"Australia","Anglican","Working","Small Country Town","10,001-15,000","3377"
"643","2238712","2016","Bachelor","Male",78,"Australia","No Religion","Middle","Major City","50,001-60,000","3056"
"644","2238712","2019","Bachelor","Male",81,"Australia","No Religion","Middle","Small Country Town","60,001-70,000","3056"
"645","2240253","2019","Postgraduate","Female",72,"Australia","Methodist","Middle","Small Country Town","50,001-60,000","3450"
"646","2240253","2016","Postgraduate","Female",69,"Australia","Methodist","Middle","Small Country Town","40,001-45,000","3450"
"647","2246039","2016","Postgraduate","Male",59,"NESB","Hindu","Middle","Major City","160,001-180,000","3106"
"648","2246039","2019","Postgraduate","Male",62,"NESB","Hindu","Middle","Major City","140,001-150,000","3106"
"649","2252579","2019","Non-Trade","Male",69,"Australia","Anglican","Middle","Major City","45,001-50,000","3224"
"650","2252579","2016","No Qualification","Male",66,"Australia","Anglican","Middle","Rural","110,001-120,000","3224"
"651","2254537","2019","Bachelor","Male",34,"Australia","No Religion","Middle","Large Town","80,001-90,000","3136"
"652","2254537","2016","Bachelor","Male",31,"Australia","No Religion","Middle","Small Country Town","90,001-100,000","3136"
"653","2260466","2019","Trade","Male",63,"ESB","No Religion","Middle","Major City","90,001-100,000","3810"
"654","2260466","2016","Trade","Male",60,"ESB","No Religion","Working","Large Town","80,001-90,000","3810"
"655","2266368","2016","Associate Diploma","Male",44,"Australia","Anglican","Working","Major City","110,001-120,000","3224"
"656","2266368","2019","Associate Diploma","Male",47,"Australia","No Religion","Working","Major City","90,001-100,000","3224"
"657","2277707","2019","Trade","Female",77,"Australia","Roman Catholic","Middle","Rural","25,001-30,000","3749"
"659","2279154","2019","Postgraduate","Male",73,"ESB","No Religion","Middle","Major City","70,001-80,000","3058"
"660","2279154","2016","Postgraduate","Male",70,"ESB","No Religion","Middle","Major City","60,001-70,000","3058"
"661","2285142","2016","Postgraduate","Female",53,"ESB","No Religion","Middle","Rural","110,001-120,000","3747"
"662","2285142","2019","Postgraduate","Female",56,"ESB","No Religion","Middle","Rural","80,001-90,000","3747"
"663","2289369","2016","Non-Trade","Female",67,"Australia","Anglican","Working","Large Town","45,001-50,000","3690"
"664","2289369","2019","Associate Diploma","Female",70,"Australia","Anglican","Working","Large Town","30,001-35,000","3690"
"665","2289406","2019","Associate Diploma","Male",65,"Australia","Methodist","Middle","Rural","150,001-160,000","3676"
"666","2289406","2016","Associate Diploma","Male",62,"Australia","Presbyterian","Working","Rural","140,001-150,000","3676"
"667","2292646","2019","Trade","Female",75,"Australia","Methodist","Working","Small Country Town","20,001-25,000","3635"
"669","2292975","2016","No Qualification","Male",69,"NESB","Roman Catholic","Working","Large Town","45,001-50,000","3166"
"670","2292975","2019","Non-Trade","Male",72,"NESB","Roman Catholic","Working","Large Town","10,001-15,000","3166"
"671","2298209","2016","Postgraduate","Female",42,"Australia","No Religion","Middle","Major City","120,001-130,000","3070"
"672","2298209","2019","Postgraduate","Female",45,"Australia","Anglican","Middle","Major City",">180,000","3070"
"673","2299632","2019","Postgraduate","Female",38,"Australia","No Religion","Middle","Major City","160,001-180,000","3025"
"674","2299632","2016","Postgraduate","Female",35,"Australia","Roman Catholic","Middle","Major City","120,001-130,000","3025"
"675","2302549","2019","Bachelor","Male",66,"Australia","No Religion","Middle","Small Country Town","70,001-80,000","3685"
"676","2302549","2016","Bachelor","Male",63,"Australia","No Religion","Middle","Small Country Town","140,001-150,000","3685"
"677","2303281","2016","Postgraduate","Female",67,"Australia","No Religion","Working","Rural","45,001-50,000","3724"
"678","2303281","2019","Postgraduate","Female",70,"Australia","No Religion","Working","Rural","80,001-90,000","3724"
"680","2307851","2019","No Qualification","Male",70,"ESB","No Religion","Working","Major City","20,001-25,000","3156"
"681","2317623","2016","Postgraduate","Female",68,"ESB","No Religion","Middle","Major City","130,001-140,000","8002"
"682","2317623","2019","Postgraduate","Female",71,"ESB","No Religion","Middle","Major City","140,001-150,000","8002"
"683","2322575","2019","Postgraduate","Male",48,"Australia","Roman Catholic","Middle","Major City","160,001-180,000","3095"
"684","2322575","2016","Postgraduate","Male",45,"Australia","Roman Catholic","Middle","Major City","160,001-180,000","3095"
"686","2324382","2016","No Qualification","Female",65,"Australia","Roman Catholic","Working","Major City","45,001-50,000","3037"
"687","2332470","2016","Associate Diploma","Female",63,"Australia","Presbyterian","Working","Major City","80,001-90,000","3046"
"688","2332470","2019","Trade","Female",66,"Australia","Presbyterian","Working","Major City","70,001-80,000","3046"
"689","2334292","2016","Bachelor","Female",62,"Australia","No Religion","Middle","Major City",">180,000","3126"
"690","2334292","2019","Postgraduate","Female",65,"Australia","No Religion","Middle","Major City","140,001-150,000","3126"
"691","2336581","2019","Non-Trade","Male",69,"Australia","Salvation Army","Working","Major City","50,001-60,000","3136"
"692","2336581","2016","Non-Trade","Male",66,"Australia","Salvation Army","Middle","Major City","50,001-60,000","3136"
"693","2336637","2019","Bachelor","Male",37,"Australia","No Religion","Middle","Major City","160,001-180,000","3141"
"694","2336637","2016","Bachelor","Male",34,"Australia","No Religion","Middle","Major City","100,001-110,000","3141"
"695","2341990","2016","Bachelor","Female",68,"Australia","Roman Catholic","Middle","Major City","45,001-50,000","3218"
"696","2341990","2019","Bachelor","Female",71,"Australia","Roman Catholic","Middle","Major City","150,001-160,000","3218"
"697","2342953","2016","Associate Diploma","Female",59,"ESB","Presbyterian","Middle","Small Country Town","70,001-80,000","3277"
"698","2342953","2019","Postgraduate","Female",62,"ESB","Presbyterian","Middle","Small Country Town","150,001-160,000","3277"
"699","2343784","2019","Postgraduate","Male",56,"NESB","Roman Catholic","Middle","Major City","90,001-100,000","3182"
"700","2343784","2016","Postgraduate","Male",54,"NESB","Roman Catholic","Middle","Major City","90,001-100,000","3182"
"702","2345958","2016","Postgraduate","Male",58,"NESB","Roman Catholic","Middle","Major City","100,001-110,000","3796"
"703","2348436","2016","Non-Trade","Female",55,"Australia","Methodist","Middle","Large Town","70,001-80,000","3357"
"704","2348436","2019","Associate Diploma","Female",58,"Australia","Methodist","Middle","Large Town","100,001-110,000","3357"
"705","2358456","2016","Associate Diploma","Male",41,"Australia","No Religion","Middle","Major City","140,001-150,000","3136"
"706","2358456","2019","Associate Diploma","Male",44,"Australia","No Religion","Middle","Major City","160,001-180,000","3136"
"707","2366331","2016","Bachelor","Female",79,"Australia","Presbyterian","Middle","Major City","50,001-60,000","3350"
"708","2366331","2019","Bachelor","Female",82,"Australia","Methodist","Middle","Major City","40,001-45,000","3350"
"709","2367559","2019","Postgraduate","Female",64,"Australia","No Religion","Middle","Rural","80,001-90,000","3222"
