year,Respondent_ID_2016,CED_AEC,CED_ABS,PANEL_FLAG,Mode,A1,A2_1,A2_2,A2_3,A2_4,A3,A4_1,A4_2,A4_3,A4_4,A4_5,A4_6,A7_1,A7_2,A7_3,A7_4,A7_5,A7_6,A7_7,A7_8,A8_1,A8_2,A8_3,A8_4,A8_5,A8_6,A8_7,A10,A11,A12,A13_1,A13_2,A13_3,A13_4,A13_5,A13_6,A13_7,A14_1,A14_4,A14_5,A14_6,B1,B1_other,B2,B3,B4,B5,B6,B7,B8_1,B8_2,B8_3,B8_4,B8_5,B9_1,B9_2,B9_1_other,B9_2_other,B10,B11_1,B11_2,B12,B13,B14,B15_1,B15_2,B15_3,B15_4,B15_5,B15_6,B15_7,B15_8,B16,B17,B18_1,B18_2,B18_3,B18_4,C1_1,C1_2,C1_5,C2_1,C2_2,C2_3,C2_4,C2_5,C2_6,C2_7,C2_8,C2_9,C4,C5,C6,C7,C8_1,C8_2,C8_3,C8_4,C8_5,C8_6,C9,C10,C11,C12,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D1_9,D1_10,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D2_10,D3_1,D3_2,D4_1,D4_2,D5_1,D5_2,D6_1,D6_2,D7_1,D7_2,D8_1,D8_2,D8_3,D8_4,D8_5,D8_6,D8_7,D8_8,D8_9,D8_10,D12_1,D12_2,D13_1,D13_2,D13_3,D13_4,D13_5,D13_6,E1,E2_1,E2_2,E2_3,E2_4,E2_5,E2_6,E2_7,E3,E4,E5,E6_1,E6_2,E6_3,E6_4,E6_5,E6_6,E6_7,E7,E8_1,E8_2,F1,F2,F3,F4,F5_1,F5_2,F5_3,F5_4,F5_5,F5_6,F6_1,F6_2,F6_3,F6_4,F7,F8_1,F8_2,F8_3,F8_4,F9,F10_1,F10_2,F10_3,F10_4,F10_5,F10_6,G1_Age,G2,G3,G4,G4_other,G5_Work,G5_A,G5_B,G5_C,G5_Code,G5_D,G5_E,G5_F,G6,H1,H2,H3_1,H3_2,H3_3,H4,H5_1,H5_2,H6,H6_other,H7,H8,H9,H10,H11,H15,H16,H17,H18,H19,H20,H20_other,H21_Work,H21_A,H21_B,H21_2d,H21_4d,H22,H23,H24,H25,H25_other,H26,devicetype,detailedoutcome,Final_STATE,Final_PCODE,wt_aec,wt_enrolled,wt_gnaf
1,2644751,-99,-99,1,2,1,3,1,1,3,1,1,4,4,4,4,4,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,4,0,0,0,0,0,1,0,0,0,1,0,2, ,3,2,6,4,1,3,4,6,2,8,1,4,24, , ,1,2,998,2,6,2,1,0,0,0,0,0,0,0,4,2,5,5,3,7,4,6,6,2,2,2,2,2,2,2,3,3,1,2,1,2,1,1,2,2,1,1,3,3,3,2,2,2,1,1,2,1,2,1,1,1,3,3,1,3,3,3,3,3,3,2,9,8,1,3,1,2,1,3,1,1,3,2,3,3,2,3,2,2,2,2,2,5,3,4,2,2,2,3,4,2,3,2,3,3,1,4,1,1,2,4,4,2,3,2,1,3,2,3,1,1,3,3,4,3,3,2,3,3,2,4,2,2,3,2,3,2,3,2,2,1,998,1,1,1,1,16,3,3,2,-99,1,-99,-99,-99,2,1,2,1,2,2,1953,3,3,3,-99,6,6,7, ,6,2,1,2,2,2,5,21,2,1,5,-99,1,-99,-99,2,-99,2,1,2,2, ,999,2,1,5,-99,.545690602202079,.459307212247847,0
1,2651761,-99,-99,1,1,2,4,2,2,4,2,3,4,4,4,4,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,4,0,0,0,0,0,1,0,0,0,1,0,1, ,2,1,1,4,2,2,999,5,10,4,10,3,1, , ,1,997,997,1,1,3,0,1,0,0,0,0,0,0,3,1,8,2,8,0,3,7,1,2,2,3,3,4,3,4,4,3,3,3,2,3,2,2,2,2,1,2,4,2,1,5,2,2,2,2,1,2,1,3,2,1,3,2,1,3,2,2,2,2,2,2,10,5,3,4,2,2,3,2,1,1,3,3,4,4,3,3,3,3,2,3,3,3,2,2,2,3,2,2,3,2,3,3,3,2,2,3,1,3,4,2,4,2,3,2,2,3,1,1,4,2,3,2,1,3,3,3,3,3,2,2,4,2,2,4,3,2,3,2,4,1,2,2,1,1,2,15,0,7,1,-99,1,-99,-99,-99,1,1,1,2,2,1,1953,1,1,1,-99,1,1,2, ,6,2,1,2,2,3,1,22,1,1,2,-99,1,-99,-99,1,-99,3,2,2,1, ,999, ,1,5,-99,.571017381471406,.651874800226923,0
1,2654761,-99,-99,1,2,2,1,1,3,2,2,1,2,3,4,4,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0,1,0,0,1,0,0,0,0,1,0,4, ,2,1,1,2,4,2,2,8,3,8,1,4,4, , ,1,2,2,2,1,4,0,0,1,0,0,0,0,0,2,1,3,7,3,8,5,7,5,2,2,2,2,3,3,2,4,3,2,2,3,2,2,2,2,2,2,1,4,3,2,4,3,3,1,1,2,1,1,1,3,2,1,3,1,1,3,1,3,1,3,1,6,3,3,2,2,2,2,2,2,2,2,2,3,5,3,3,3,2,2,3,2,3,4,3,2,2,3,2,5,4,3,4,4,4,5,4,1,1,3,5,1,4,4,5,1,1,1,3,4,3,1,2,2,3,3,3,3,3,3,3,3,2,4,1,5,1,5,1,1,998,998,998,1,1,2,17,4,3,1,-99,1,-99,-99,-99,2,5,2,2,2,1,1975,3,3,3,-99,6,6,7, ,6,2,2,2,2,2,5,17,1,1,7,-99,1,-99,-99,1,-99,3,1,2,4, ,999,3,1,5,-99,1.02374724553782,1.04704102535206,0
1,2657049,-99,-99,1,2,1,4,1,2,1,1,1,1,2,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,1,4,1,1,0,0,1,0,0,1,0,0,0,27, ,1,1,3,2,1,3,5,10,2,10,2,27,27, , ,1,2,2,2,1,2,1,0,0,0,0,0,0,0,5,1,0,6,0,3,0,0,0,2,2,2,2,3,3,3,3,3,4,4,1,1,1,1,2,1,1,1,5,5,5,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,3,3,1,1,9,5,5,3,3,5,5,3,3,3,3,3,3,2,3,1,2,2,3,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,4,1,3,1,1,1,1,5,1,2,4,3,1,2,2,3,3,3,3,3,2,3,4,3,1,5,1,5,3,4,1,1,2,2,1,1,2,16,11,7,1,-99,1,-99,-99,-99,8,4,3,1,2,1,1957,2,2,2,-99,2,2,7, ,6,4,2,2,2,3,2,10,1,1,997,-99,997,-99,-99,997,-99,997,997,997,997,997,999,3,1,5,-99,.765089698947612,.902352268532398,0
1,2663623,-99,-99,1,1,2,999,1,999,999,2,2,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,4,0,0,0,0,0,1,0,0,0,1,0,3, ,2,1,2,2,2,3,7,8,2,8,0,6,6, , ,1,997,997,1,1,3,1,0,0,0,0,0,0,0,4,1,7,0,8,0,0,6,0,2,3,3,3,2,3,2,4,4,2,2,2,3,2,2,2,2,2,2,2,3,4,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,3,3,2,3,2,2,10,3,4,4,2,2,3,3,2,2,2,2,3,3,2,3,2,3,3,3,3,3,2,1,1,3,1,1,3,2,1,3,3,3,2,1,2,3,4,3,4,2,5,4,2,3,2,1,2,2,3,2,2,3,3,2,3,2,2,3,4,3,2,2,2,3,2,2,3,998,998,998,998,998,998,16,2,7,7,-99,1,-99,-99,-99,4,5,3,2,2,2,1958,3,3,3,-99,2,2,96, ,3,2,1,2,2,2,1,12,1,1,2,-99,1,-99,-99,1,-99,1,1,2,3, ,999, ,1,5,-99,1.74884097817324,1.89273441821392,0
1,2665290,-99,-99,1,1,2,2,3,3,2,2,2,2,3,3,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,1,1,1,0,1,0,0,1,0,0,0,1, ,3,1,6,2,1,3,4,4,4,3,6,1,1, , ,1,997,997,2,6,1,0,0,0,0,0,1,0,0,4,4,6,4,5,5,5,6,5,3,3,2,2,3,2,3,4,3,4,3,1,1,1,1,2,1,1,1,4,4,4,2,1,1,2,3,3,2,1,3,3,1,2,3,998,1,3,2,2,3,2,2,10,1,5,5,3,3,2,2,1,1,4,4,5,5,4,3,2,5,1,4,3,3,1,1,1,2,1,1,2,1,3,1,1,1,1,4,1,4,1,2,3,1,4,1,2,3,3,2,3,3,1,1,1,3,3,1,2,3,1,2,2,1,2,5,2,2,1,2,3,998,1,2,998,2,1,17,5,3,1,-99,1,-99,-99,-99,1,2,1,1,2,1,1973,2,2,2,-99,998,998,2, ,5,2,2,1,2,2,5,21,4,1,1,-99,1,-99,-99,1,-99,2,1,2,6, ,999, ,1,5,-99,1.06670434451184,1.40140180875741,0
1,2666342,-99,-99,1,1,2,3,2,3,4,3,2,4,4,4,4,4,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,2,1,4,0,0,0,0,0,1,0,0,0,1,0,1, ,3,1,2,4,2,3,5,5,5,6,3,1,1, , ,1,997,997,2,1,1,0,0,1,0,0,0,0,0,2,3,8,4,8,1,1,9,1,2,3,2,3,3,4,2,4,4,2,1,1,3,2,2,2,2,2,2,2,2,1,2,1,3,2,3,3,2,3,3,1,2,2,3,2,3,2,3,2,998,3,3,9,1,3,3,2,2,3,3,2,2,3,3,4,4,3,4,3,4,2,4,4,3,4,2,1,4,2,4,3,3,4,2,3,4,2,4,1,1,2,4,2,3,5,2,1,4,2,3,1,2,3,1,2,3,3,3,3,3,3,2,2,1,1,1,5,1,5,1,3,1,2,2,2,1,2,16,8,2,1,-99,1,-99,-99,-99,1,2,3,1,2,1,1951,3,3,3,-99,2,2,7, ,6,2,2,2,2,2,5,22,1,1,1,-99,1,-99,-99,2,-99,3,1,1,1, ,999, ,1,5,-99,.551170392506623,.59881580015069,0
1,2670637,-99,-99,1,2,2,4,3,4,2,2,3,3,4,4,4,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4,4,3,0,1,1,0,0,0,0,0,0,1,0,6, ,997,2,3,2,5,3,9,7,4,8,1,6,5, ,HEMP & SEX PARTY,2,1,1,997,1,2,0,0,1,0,0,0,0,0,5,4,3,3,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,1,1,2,1,1,1,4,4,4,2,2,1,1,1,2,1,1,1,2,2,3,2,1,1,2,1,2,1,2,2,2,7,4,4,2,2,4,4,2,2,2,2,5,3,1,4,2,2,2,5,1,2,2,4,1,4,4,5,1,1,5,1,1,1,1,4,1,1,1,1,1,1,5,1,1,5,4,4,1,3,1,1,1,3,3,1,3,1,1,3,3,1,5,5,3,4,3,5,2,1,1,1,1,2,1,17,4,3,1,-99,1,-99,-99,-99,2,4,3,1,1,1,1980,1,3,3,-99,2,2,7, ,6,4,3,1,1,3,5,14,1,1,997,-99,997,-99,-99,997,-99,997,997,997,997,997,999,3,1,5,-99,3.28092719035964,4.31469511716803,0
1,2677596,-99,-99,1,2,2,2,2,2,2,2,2,3,3,4,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,3,0,0,0,0,0,1,0,0,0,1,0,2, ,3,1,2,2,3,2,5,4,5,4,5,2,2, , ,1,997,997,2,1,2,0,1,0,0,0,0,0,0,4,3,5,7,5,5,5,4,5,2,3,2,2,2,3,2,3,3,3,2,2,3,2,2,2,2,2,1,3,3,3,2,2,1,1,2,2,1,1,2,2,2,1,3,1,3,3,1,3,3,3,3,6,3,4,4,2,3,3,3,2,2,3,2,4,3,2,4,3,3,3,3,4,3,3,3,4,3,3,4,1,2,3,3,3,1,2,3,1,2,1,2,3,2,3,1,1,3,2,2,1,2,2,2,2,3,3,3,3,3,3,2,3,3,4,5,2,3,2,3,2,998,1,998,998,998,1,17,0,1,7,-99,1,-99,-99,-99,6,3,2,2,2,2,1973,3,3,3,-99,998,998,5, ,6,2,2,2,2,3,5,12,1,1,1,-99,1,-99,-99,1,-99,2,2,2,2, ,999,1,1,5,-99,1.07807969278817,1.44090415333292,0
1,2685967,-99,-99,1,1,1,2,2,1,999,1,1,4,4,4,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,4,0,0,0,0,0,1,0,0,0,1,0,1, ,2,1,4,4,2,2,7,9,5,7,2,1,1, , ,1,997,997,1,1,1,0,0,0,1,0,0,0,0,2,1,8,5,8,2,1,6,5,2,2,2,2,3,3,2,3,3,3,2,3,4,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,9,1,3,4,2,2,3,3,2,2,3,3,4,4,3,2,2,3,2,3,999,5,4,1,1,4,1,3,1,2,3,2,3,1,1,3,1,2,1,5,1,3,4,1,2,3,3,2,4,2,4,1,2,999,999,999,999,999,999,3,3,3,2,5,1,3,3,2,3,999,999,999,999,999,999,16,999,7,5,-99,1,-99,-99,-99,5,999,4,1,2,2,1945,1,1,1,-99,1,3,1, ,4,3,1,2,1,2,5,8,5,1,997,-99,997,-99,-99,997,-99,997,997,997,997,997,999, ,1,5,-99,.548825579070491,.564717567682415,0
1,2687755,-99,-99,1,2,2,4,2,3,1,2,2,3,3,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,4,0,1,0,0,0,0,0,0,0,1,0,5,SOCIALIST,1,1,5,2,2,2,1,2,8,7,4,5,5,SOCIALIST,SOCIALIST,1,1,1,2,1,2,0,0,1,0,0,1,0,0,3,4,3,5,2,4,5,5,3,2,3,2,2,3,2,2,3,3,2,3,2,2,2,2,2,2,2,2,4,3,3,2,2,1,1,2,3,1,2,3,2,1,3,3,2,2,2,1,3,2,1,1,10,9,2,3,2,2,3,2,2,1,2,2,3,5,3,2,4,4,2,3,3,5,3,2,2,1,1,1,5,3,5,1,4,4,1,4,1,1,3,5,1,4,4,5,1,3,4,4,3,3,2,2,2,3,3,3,3,3,3,3,2,2,4,1,5,1,5,1,2,1,2,1,1,2,1,17,5,3,1,-99,1,-99,-99,-99,2,2,2,2,2,1,1990,3,1,3,-99,998,1,7, ,6,1,5,2,1,2,5,10,1,1,997,-99,997,-99,-99,997,-99,997,997,997,997,997,999,3,1,5,-99,2.52584738792994,3.16263980248694,0
1,2687916,-99,-99,1,2,1,1,1,1,1,1,1,1,2,2,2,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,0,1,0,1, ,2,1,3,2,4,1,5,5,4,3,0,8,33, , ,1,998,998,1,2,2,0,0,1,0,0,0,0,0,5,3,8,6,5,0,3,4,0,3,3,2,2,2,3,2,2,3,4,3,1,1,1,1,2,2,2,2,5,1,2,5,1,1,1,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,1,2,9,10,5,5,3,3,5,5,3,3,2,3,3,4,3,3,3,3,4,3,4,3,4,2,1,3,1,2,1,2,1,4,3,1,3,3,2,4,1,1,5,1,3,1,4,2,1,3,2,3,1,1,1,3,3,2,3,3,3,3,4,4,2,5,1,4,1,3,3,998,998,2,998,1,1,17,10,2,3,-99,1,-99,-99,-99,1,2,2,1,2,1,1951,2,2,2,-99,998,998,5, ,1,2,1,1,2,2,5,12,3,1,1,-99,1,-99,-99,2,-99,2,2,2,1, ,999,3,1,5,-99,.738497291597501,.828905789134541,0
1,2692498,-99,-99,1,2,1,3,2,1,3,1,1,2,2,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,1,1,1,1,1,0,0,0,0,0,0,4, ,2,1,1,2,4,2,1,8,3,7,2,2,4, , ,1,2,2,1,3,2,0,0,1,0,1,0,0,0,3,1,2,8,3,10,8,3,9,2,2,2,2,2,2,2,2,2,1,3,3,3,1,2,1,1,1,1,3,2,1,3,1,1,1,1,2,1,1,1,1,2,1,999,999,999,999,999,999,999,999,999,8,10,4,4,2,2,3,3,2,2,4,4,4,2,4,1,3,3,4,4,3,4,4,3,1,2,3,2,4,4,3,5,4,4,4,4,1,1,3,4,1,3,3,4,2,1,1,1,4,3,2,2,2,3,3,3,3,3,3,2,3,2,3,2,5,1,4,1,2,1,2,2,1,1,2,16,1,4,8,-99,1,-99,-99,-99,4,4,3,1,1,2,1954,1,1,1,-99,2,2,1, ,3,2,1,2,2,2,4,999,1,1,5,-99,999,-99,-99,2,-99,3,1,1,4, ,999,3,1,5,-99,.577106717864846,.670249675168383,0
1,2693462,-99,-99,1,2,1,2,2,1,1,1,1,3,4,4,4,4,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,2,3,0,1,0,0,1,0,0,0,0,1,0,2, ,3,2,6,4,4,2,2,8,4,9,2,2,4, , ,1,2,2,2,1,1,0,0,0,0,0,1,0,0,3,1,3,6,2,7,3,3,1,2,2,3,3,3,3,1,4,3,2,2,3,2,2,2,2,2,2,2,2,2,2,4,1,3,2,2,2,2,3,3,2,1,1,3,1,3,2,3,3,3,1,3,10,5,4,4,2,2,3,4,2,2,3,1,3,4,3,3,3,2,2,3,4,3,5,3,2,4,4,4,3,4,3,3,4,4,2,4,1,1,3,5,1,3,4,5,1,2,2,4,2,3,3,1,2,3,3,1,3,2,2,2,3,1,2,2,4,2,4,2,3,1,2,2,1,1,1,18,8,2,1,-99,1,-99,-99,-99,1,3,3,1,2,1,1952,3,3,3,-99,998,998,7, ,6,2,1,2,2,2,5,21,1,1,1,-99,1,-99,-99,5,-99,3,2,2,6, ,999,3,1,5,-99,.579572360206852,.710720045745788,0
1,2696376,-99,-99,1,1,1,1,1,1,2,1,2,3,4,4,4,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,1,4,0,1,0,0,0,0,0,0,0,1,0,6, ,997,1,2,1,2,2,7,8,2,8,0,1,1, , ,2,997,997,2,1,1,0,0,1,0,0,0,0,0,3,1,6,3,0,0,0,8,1,3,4,3,4,4,4,3,4,4,2,3,1,3,2,2,2,2,2,2,3,2,2,5,1,3,1,2,1,1,3,2,1,1,2,3,3,3,2,2,3,2,2,2,10,5,3,3,2,2,3,3,2,2,2,3,4,3,3,3,3,3,2,3,3,3,2,1,4,4,2,3,3,3,3,3,3,3,3,4,1,2,3,4,5,1,5,4,2,3,2,1,4,3,1,1,1,3,3,3,3,3,3,2,4,2,2,2,3,2,3,2,3,1,1,2,1,1,1,17,3,3,1,-99,1,-99,-99,-99,1,1,2,1,2,1,1959,1,2,2,-99,2,2,7, ,5,2,1,1,2,4,5,22,5,1,2,-99,1,-99,-99,2,-99,2,2,2,6, ,999, ,1,5,-99,.571017381471406,.651874800226923,0
1,2717672,-99,-99,1,2,1,1,1,1,1,1,1,3,3,4,4,4,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,3,0,1,1,0,1,0,0,0,0,0,0,4, ,2,1,1,2,4,2,999,8,6,8,3,4,4, , ,2,2,2,2,3,4,0,0,1,0,1,1,0,0,3,1,0,4,3,8,2,2,10,3,3,3,2,3,3,2,4,4,2,3,1,2,1,2,1,1,1,1,3,1,1,4,3,2,1,1,3,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,4,6,2,4,3,3,4,4,3,3,1,1,3,5,2,3,2,2,1,1,4,4,5,3,1,2,3,2,5,4,3,5,5,4,4,3,1,1,3,4,3,2,3,5,1,1,1,2,4,3,2,2,3,3,3,1,3,2,2,4,5,2,4,1,5,2,4,1,1,998,2,1,998,2,1,17,4,2,1,-99,1,-99,-99,-99,1,3,2,1,2,2,1984,1,1,1,-99,998,5,7, ,5,2,5,2,2,2,1,14,1,1,1,-99,1,-99,-99,2,-99,2,2,2,4, ,999,3,1,5,-99,1.80152887182502,1.60981838432892,0
1,2729903,-99,-99,1,2,2,4,2,4,4,2,3,4,4,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,1,0,1, ,2,1,1,2,2,1,999,999,999,999,999,1,1, , ,1,997,997,1,1,1,1,0,0,0,0,0,0,0,3,1,8,2,4,4,0,8,5,3,3,3,3,3,3,3,3,3,2,2,4,3,2,2,2,2,2,2,3,3,2,5,2,3,3,2,2,2,2,2,1,1,2,2,998,998,998,2,2,998,2,2,5,8,3,3,2,2,3,3,2,2,3,3,4,3,2,2,2,2,2,3,3,4,3,3,3,3,3,2,3,3,3,3,4,3,3,3,1,1,1,4,3,3,4,3,1,2,999,1,2,3,2,2,1,3,3,3,3,3,3,3,4,3,3,2,4,3,3,2,2,998,998,998,998,998,1,15,0,1,1,-99,1,-99,-99,-99,1,3,2,1,2,2,1959,1,2,2,-99,2,2,1, ,6,2,2,2,2,3,5,12,1,1,5,-99,1,-99,-99,1,-99,1,1,2,1, ,999,3,1,5,-99,.568588134097921,.614755241135873,0
1,2731716,-99,-99,1,2,2,4,2,2,2,2,2,2,3,4,4,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,4,1,1,0,0,1,0,0,0,0,1,0,6, ,997,1,4,4,4,2,6,8,1,7,0,22,10, , ,1,1,998,2,1,3,0,0,0,0,0,1,0,0,4,3,6,6,8,4,5,7,4,2,3,2,2,2,4,2,3,3,2,2,2,3,1,2,2,2,1,1,2,2,1,2,2,2,3,3,2,3,2,3,3,1,2,3,1,2,2,3,998,2,2,2,10,1,3,2,2,2,999,999,999,999,3,3,3,4,2,3,2,3,3,4,3,5,4,3,2,4,3,4,3,3,3,3,3,3,4,3,2,3,4,5,3,1,4,3,3,3,2,2,4,3,3,3,2,3,3,2,3,3,2,3,2,2,3,3,4,2,4,2,4,1,2,2,1,2,998,17,2,7,1,-99,1,-99,-99,-99,2,5,2,2,2,1,1976,1,1,1,-99,998,998,96, ,2,2,3,1,2,2,5,17,2,1,7,-99,1,-99,-99,1,-99,1,2,2,1, ,999,3,1,5,-99,1.42924634571661,1.93987879393015,0
1,2733291,-99,-99,1,2,1,1,1,1,1,1,2,4,4,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,0,0,0,1,0,1, ,1,1,1,2,1,2,10,7,3,9,0,1,1, , ,1,997,997,2,1,1,1,0,0,0,0,0,0,0,3,1,10,1,10,0,1,8,1,3,3,3,3,3,4,3,4,4,1,1,1,3,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,3,1,1,2,2,2,3,3,3,3,2,2,2,10,2,4,4,2,2,3,2,3,2,3,4,3,3,2,3,3,4,4,4,999,999,4,2,5,4,1,5,4,3,3,1,3,3,1,3,1,4,1,2,2,2,5,1,2,3,4,3,1,3,1,999,2,3,3,1,3,3,3,2,999,999,999,3,5,3,4,1,4,1,998,2,1,1,2,17,5,3,5,-99,999,-99,-99,-99,99999,999,999,999,2,1,1936,3,3,3,-99,998,999,2, ,4,2,2,2,2,2,3,9,3,1,5,-99,1,-99,-99,5,-99,4,1,2,1, ,999,3,1,5,-99,.551170392506623,.59881580015069,0
1,2741096,-99,-99,1,2,1,4,2,2,1,1,1,4,3,2,2,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,0,1,1,0,0,0,0,0,0,1,0,2, ,1,1,2,2,5,2,2,7,4,4,2,2,2, , ,1,997,997,2,1,2,1,0,0,0,0,0,0,0,3,1,2,7,6,7,5,5,7,1,2,2,2,2,2,1,3,2,1,1,4,4,2,2,2,2,2,2,2,2,2,5,1,1,1,1,3,1,1,1,1,2,1,3,1,1,3,1,3,1,1,3,3,6,5,4,2,2,3,3,2,3,1,1,2,3,2,3,2,1,1,3,4,4,5,5,1,2,4,2,5,5,2,3,3,5,3,3,1,1,2,5,2,4,4,4,5,3,1,4,999,3,1,3,3,3,3,3,3,3,3,3,3,2,4,1,4,1,4,1,2,1,2,2,1,1,2,18,3,3,5,-99,1,-99,-99,-99,2,4,3,2,1,2,1954,1,1,1,-99,2,2,7, ,6,2,1,1,2,2,4,10,1,1,5,-99,1,-99,-99,2,-99,3,1,1,2, ,999,3,1,5,-99,.577106717864846,.670249675168383,0
1,2743110,-99,-99,1,2,1,2,2,4,2,2,2,3,2,2,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,1,1,1,0,0,0,0,0,0,0,0,4, ,1,1,1,2,5,1,2,10,6,8,2,4,4, , ,2,2,2,1,1,4,0,0,1,0,0,0,0,0,2,1,0,8,1,10,8,2,10,2,1,2,1,1,2,2,2,2,1,3,1,2,1,2,1,2,1,1,2,1,1,3,1,3,1,1,3,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,10,5,2,4,3,3,2,4,2,3,2,2,2,3,2,4,2,2,1,2,2,2,5,4,1,1,4,2,5,3,3,4,3,3,5,4,1,1,2,5,1,5,4,5,1,1,1,2,1,3,2,2,2,3,3,3,3,3,3,4,3,2,2,3,4,2,4,1,2,1,1,998,1,998,1,17,4,3,1,-99,1,-99,-99,-99,2,5,2,1,2,1,1981,1,1,2,-99,2,2,7, ,6,1,5,1,2,1,5,13,3,1,997,-99,997,-99,-99,997,-99,997,997,997,997,997,999,3,1,5,-99,1.02374724553782,1.04704102535206,0
1,2759684,-99,-99,1,1,3,4,2,4,4,2,1,4,4,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,4,0,0,0,0,0,1,0,0,0,1,0,2, ,1,1,1,4,2,1,5,10,0,5,0,2,2, , ,1,997,997,2,1,6,0,0,0,0,0,0,1,0,5,1,0,10,0,10,10,0,10,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,2,2,2,1,5,1,1,4,1,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,6,1,4,4,3,2,4,4,3,3,1,3,1,1,2,3,2,3,2,3,4,5,2,2,2,1,2,1,1,1,3,3,3,1,1,2,1,2,1,1,2,1,1,1,1,1,4,3,2,3,2,1,1,1,3,1,3,2,2,1,3,3,3,5,1,5,1,4,1,1,2,998,1,1,1,15,1,4,3,-99,1,-99,-99,-99,4,5,2,2,2,2,1998,1,1,1,-99,2,2,1, ,6,1,5,2,1,3,4,8,1,1,997,-99,997,-99,-99,997,-99,997,997,997,997,997,999, ,1,5,-99,1.74681229042955,2.88730090755056,0
1,2764429,-99,-99,1,2,3,2,2,3,3,2,3,4,4,4,4,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,1,0,4, ,2,2,1,2,4,2,999,7,4,3,1,4,4, , ,1,2,2,2,6,6,0,0,0,0,0,0,1,0,4,1,3,6,6,8,2,2,999,3,3,3,3,3,3,3,3,3,2,3,1,2,2,2,2,2,2,2,4,2,1,5,2,1,2,1,3,2,1,1,3,3,2,2,1,3,3,1,3,3,2,3,4,8,3,3,2,2,3,3,2,2,3,3,3,4,3,4,4,3,2,3,4,999,4,4,1,2,1,3,3,2,2,3,4,1,2,2,1,2,1,4,4,2,4,1,2,2,4,2,1,3,1,2,2,3,3,1,2,2,1,3,3,3,3,5,2,4,1,2,2,1,2,1,1,2,1,17,0,1,6,-99,1,-99,-99,-99,4,4,4,2,2,2,1998,1,1,1,-99,6,998,7, ,6,1,5,2,2,2,1,1,1,1,997,-99,997,-99,-99,997,-99,997,997,997,997,997,999,1,1,5,-99,1.65172059376674,1.97860316819186,0
